date,Mississippi State Penitentiary,Central Mississippi Correctional Facility,Youthful Offender Unit,CMCF TVC,South Mississippi Correctional Institution,County Jails,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Delta Satellite Facility,Delta TVC,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Flowood TVC,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Alcorn County,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Washington County,Winston County,Yazoo County,PRIVATE PRISONS,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,TRANSITIONAL HOUSING,Madison,Noxubee,Rankin/Flowood,Washington,Wilkinson,TOTALS
2020-01-30,"2,731","3,544",21,0,"2,633","1,451",791,0,0,66,126,52,0,38,0,0,69,41,82,72,150,20,0,57,0,"4,350",300,291,268,310,338,278,276,281,345,280,395,277,133,279,299,"3,462","1,224",999,0,864,5,0,3,2,33,5,27,1,0,0,"19,021"
2020-01-31,"2,738","3,536",21,0,"2,635","1,428",812,0,0,73,153,51,0,35,0,0,71,41,75,67,151,20,0,57,0,"4,364",300,291,268,310,338,280,276,281,353,280,396,281,133,278,299,"3,462","1,223",999,0,865,5,0,3,2,32,4,27,1,0,0,"19,033"
2020-02-01,"2,738","3,536",21,0,"2,634","1,428",812,0,0,73,153,51,0,35,0,0,71,41,75,67,151,20,0,57,0,"4,363",300,291,268,310,338,279,276,281,353,280,396,281,133,278,299,"3,461","1,223",999,0,864,5,0,3,2,33,5,27,1,0,0,"19,031"
2020-02-02,"2,737","3,537",21,0,"2,634","1,428",812,0,0,73,153,51,0,35,0,0,71,41,75,67,151,20,0,57,0,"4,362",300,291,268,309,338,279,276,281,353,280,396,281,133,278,299,"3,460","1,223",998,0,864,5,0,3,2,33,5,27,1,0,0,"19,029"
2020-02-03,"2,740","3,538",20,0,"2,652","1,400",813,0,0,66,148,52,0,38,0,0,69,41,82,72,150,20,0,57,0,"4,357",299,291,268,309,338,279,275,280,352,280,395,280,133,278,300,"3,457","1,220",998,0,864,5,0,3,2,33,5,27,1,0,0,"19,015"
2020-02-04,"2,721","3,564",19,0,"2,657","1,375",808,0,0,66,146,51,0,38,0,0,69,41,82,71,150,19,0,57,0,"4,374",299,292,272,309,338,280,287,280,352,280,395,280,132,279,299,"3,458","1,221",998,0,864,5,0,3,2,33,5,27,1,0,0,"19,014"
2020-02-05,"2,717","3,589",20,0,"2,657","1,376",806,0,0,66,141,51,0,37,0,0,68,41,81,79,150,17,0,57,0,"4,362",299,291,272,308,336,280,286,276,350,279,396,280,132,279,298,"3,455","1,221",997,0,862,5,0,3,2,33,4,27,1,0,1,"19,020"
2020-02-06,"2,713","3,613",20,0,"2,651","1,359",802,0,0,66,140,51,0,37,0,0,69,41,80,74,149,16,0,61,0,"4,343",299,291,272,306,334,278,285,274,349,274,396,279,132,276,298,"3,453","1,218",999,0,861,9,0,7,2,32,3,27,1,0,1,"18,995"
2020-02-07,"2,715","3,635",21,0,"2,636","1,340",772,0,0,67,137,47,0,35,0,0,66,37,76,69,147,16,0,57,0,"4,359",298,293,272,306,338,276,308,273,348,273,395,280,132,270,297,"3,459","1,216",999,0,869,9,0,7,2,32,3,27,1,0,1,"18,978"
2020-02-08,"2,714","3,632",21,0,"2,634","1,340",764,0,0,67,132,46,0,35,0,0,66,37,76,69,147,14,0,57,0,"4,358",298,293,272,305,338,276,308,273,348,273,395,280,132,270,297,"3,459","1,216",999,0,869,9,0,7,2,32,3,27,1,0,1,"18,963"
2020-02-09,"2,713","3,633",21,0,"2,633","1,340",764,0,0,67,132,46,0,35,0,0,66,37,76,69,147,14,0,57,0,"4,358",298,293,272,305,338,276,308,273,348,273,395,280,132,270,297,"3,458","1,216",999,0,869,9,0,7,2,32,3,27,1,0,1,"18,961"
2020-02-10,"2,709","3,577",21,0,"2,641","1,377",777,0,0,67,133,48,0,36,0,0,62,42,77,77,146,14,0,57,0,"4,378",298,292,272,305,337,272,308,280,353,273,399,280,132,279,298,"3,455","1,214",998,0,869,7,0,5,2,33,3,27,1,0,2,"18,975"
2020-02-11,"2,677","3,578",21,0,"2,643","1,363",766,0,0,67,129,48,0,35,0,0,64,42,76,77,141,13,0,55,0,"4,379",297,292,272,309,340,271,307,279,352,272,401,280,131,279,297,"3,468","1,227",998,0,869,7,0,5,2,33,4,26,1,0,2,"18,935"
2020-02-12,"2,668","3,614",22,0,"2,647","1,318",764,0,0,67,128,49,0,36,0,0,64,42,76,77,141,10,0,55,0,"4,374",297,292,273,309,339,271,307,279,352,273,401,280,130,276,295,"3,467","1,225",997,0,871,6,0,4,2,34,4,26,1,0,3,"18,914"
2020-02-13,"2,642","3,639",24,0,"2,655","1,289",761,0,0,67,128,48,0,36,0,0,63,42,76,77,141,10,0,55,0,"4,377",297,292,272,310,339,269,306,279,351,273,400,280,139,276,294,"3,484","1,244",996,0,870,6,0,4,2,34,4,26,1,0,3,"18,911"
2020-02-14,"2,639","3,650",24,0,"2,660","1,282",756,0,0,66,145,43,0,34,0,0,57,40,80,71,139,10,0,53,0,"4,365",297,288,271,309,336,275,306,279,350,272,398,280,137,274,293,"3,486","1,246",996,0,870,6,0,4,2,34,4,26,1,0,3,"18,902"
2020-02-15,"2,638","3,649",24,0,"2,660","1,282",756,0,0,66,145,43,0,34,0,0,57,40,80,71,139,10,0,53,0,"4,363",297,288,271,309,336,275,306,278,350,272,397,280,137,274,293,"3,489","1,246",996,0,870,6,0,4,2,34,4,26,1,0,3,"18,901"
2020-02-16,"2,638","3,646",24,0,"2,660","1,282",754,0,0,66,143,43,0,34,0,0,57,40,80,71,139,10,0,53,0,"4,362",297,288,271,309,336,275,306,278,350,272,397,280,137,274,292,"3,489","1,246",996,0,870,6,0,4,2,34,4,26,1,0,3,"18,895"
2020-02-17,"2,637","3,640",24,0,"2,656","1,287",766,0,0,65,136,47,0,35,0,0,62,42,82,73,141,10,0,55,0,"4,358",297,288,271,309,336,275,306,278,350,270,397,280,137,273,291,"3,488","1,245",996,0,870,6,0,4,2,36,4,26,1,0,5,"18,898"
2020-02-18,"2,637","3,659",24,0,"2,656","1,277",771,0,0,64,135,55,0,35,0,0,64,42,82,72,140,9,0,55,0,"4,348",297,287,270,309,336,273,306,277,348,269,397,280,137,272,290,"3,487","1,245",995,0,870,6,0,4,2,36,4,26,1,0,5,"18,901"
2020-02-19,"2,583","3,668",23,0,"2,654","1,280",776,0,0,64,142,55,0,34,0,0,60,42,81,74,141,10,0,55,0,"4,334",296,286,270,309,335,273,306,276,347,269,392,280,137,271,287,"3,529","1,243",995,0,867,6,0,4,2,25,3,17,2,0,3,"18,878"
2020-02-20,"2,482","3,681",23,0,"2,650","1,269",772,0,0,64,141,54,0,34,0,0,60,42,81,74,141,8,0,55,0,"4,332",296,286,270,308,337,271,304,279,347,271,394,279,136,269,285,"3,626","1,241",995,0,866,6,0,4,2,25,3,16,2,0,4,"18,866"
2020-02-21,"2,432","3,680",23,0,"2,649","1,277",773,0,0,66,152,52,0,40,0,0,61,41,72,72,136,8,0,55,0,"4,328",296,286,270,308,336,271,304,278,348,269,394,279,135,270,284,"3,679","1,240",995,0,870,6,0,4,2,24,3,15,2,0,4,"18,871"
2020-02-22,"2,432","3,678",23,0,"2,646","1,277",782,0,0,66,161,52,0,40,0,0,61,41,72,72,136,8,0,55,0,"4,328",296,286,270,308,336,271,304,278,348,269,394,279,135,270,284,"3,678","1,240",994,0,870,6,0,4,2,24,3,15,2,0,4,"18,874"
2020-02-23,"2,430","3,677",23,0,"2,646","1,277",782,0,0,66,160,52,0,40,0,0,61,40,72,72,136,10,0,55,0,"4,327",296,286,270,308,336,271,304,278,347,269,394,279,135,270,284,"3,678","1,240",994,0,870,6,0,4,2,24,3,15,2,0,4,"18,870"
2020-02-24,"2,357","3,677",23,0,"2,660","1,286",792,0,0,65,169,53,0,40,0,0,61,39,76,69,139,10,0,54,0,"4,319",293,286,270,308,335,271,302,277,344,268,392,280,140,269,284,"3,746","1,235",993,0,869,0,0,4,2,24,3,15,2,0,4,"18,884"
2020-02-25,"2,357","3,706",24,0,"2,658","1,258",786,0,0,64,165,53,0,40,0,0,61,39,76,70,139,10,0,53,0,"4,319",293,284,270,308,334,271,310,275,341,268,393,280,140,268,284,"3,742","1,231",993,0,868,6,0,4,2,23,3,15,2,0,3,"18,879"
2020-02-26,"2,285","3,716",24,0,"2,656","1,247",786,0,0,64,163,54,0,40,0,0,61,39,76,72,139,10,0,52,0,"4,319",290,284,268,308,337,271,310,277,335,267,398,280,141,270,283,"3,812","1,226",992,0,869,6,0,4,2,22,4,15,2,0,1,"18,873"
2020-02-27,"2,305","3,672",24,0,"2,659","1,224",788,0,0,64,163,53,0,40,0,0,60,39,76,71,139,10,0,57,0,"4,335",290,284,268,308,337,275,320,277,333,270,400,280,141,269,283,"3,810","1,224",992,0,869,6,0,4,2,22,4,15,2,0,1,"18,845"
2020-02-28,"2,203","3,666",24,0,"2,657","1,291",786,0,0,64,162,50,0,40,0,0,62,39,77,71,136,14,0,55,0,"4,340",290,284,268,308,339,274,319,280,337,269,400,280,141,269,282,"3,908","1,223",992,0,868,6,0,4,2,22,4,15,2,0,1,"18,903"
2020-02-29,"2,202","3,668",24,0,"2,654","1,291",787,0,0,64,161,52,0,40,0,0,62,39,77,71,136,14,0,55,0,"4,337",290,284,268,308,338,274,319,280,336,269,400,280,141,268,282,"3,908","1,223",992,0,868,5,0,3,2,22,4,15,2,0,1,"18,898"
2020-03-01,"2,200","3,669",24,0,"2,654","1,291",776,0,0,64,160,52,0,40,0,0,62,39,77,71,126,14,0,55,0,"4,337",290,284,268,308,338,274,319,280,336,269,400,280,141,268,282,"3,908","1,223",992,0,868,5,0,3,2,22,4,15,2,0,1,"18,886"
2020-03-02,"2,172","3,680",24,0,"2,655","1,291",805,0,0,64,172,58,0,39,0,0,63,39,77,71,138,14,0,54,0,"4,332",290,284,267,308,338,274,318,279,335,269,399,280,141,268,282,"3,930","1,221",991,0,870,5,0,3,2,22,4,15,2,0,1,"18,916"
2020-03-03,"2,170","3,682",24,0,"2,657","1,244",815,0,0,63,168,58,0,39,0,0,62,39,77,71,150,14,0,56,0,"4,344",289,291,266,309,341,273,317,278,342,269,399,280,141,266,283,"3,926","1,218",990,0,871,5,0,3,2,46,4,36,4,0,2,"18,913"
2020-03-04,"2,157","3,694",24,0,"2,653","1,240",810,0,0,62,173,58,0,38,0,0,61,39,77,66,148,14,0,56,0,"4,358",297,291,271,307,341,274,316,278,339,276,399,280,141,264,284,"3,925","1,216",989,0,873,5,0,3,2,45,3,36,4,0,2,"18,911"
2020-03-05,"2,147","3,708",24,0,"2,655","1,235",804,0,0,61,172,58,0,37,0,0,60,37,77,66,151,13,0,54,0,"4,360",299,291,271,307,341,274,316,278,339,276,399,280,141,264,284,"3,924","1,216",989,0,872,5,0,3,2,34,3,24,4,0,3,"18,896"
2020-03-06,"2,144","3,729",24,0,"2,652","1,251",792,0,0,59,168,56,0,36,0,0,60,42,77,67,148,12,0,49,0,"4,355",299,289,270,309,340,273,313,277,344,271,399,280,141,264,286,"3,926","1,217",989,0,870,4,0,3,1,34,3,24,4,0,3,"18,911"
2020-03-07,"2,144","3,732",24,0,"2,651","1,251",788,0,0,59,164,56,0,36,0,0,60,42,77,67,148,12,0,49,0,"4,355",299,289,270,309,340,273,313,277,344,271,399,280,141,264,286,"3,926","1,217",989,0,870,4,0,3,1,34,3,24,4,0,3,"18,909"
2020-03-08,"2,143","3,733",24,0,"2,652","1,251",788,0,0,59,164,56,0,36,0,0,60,42,77,67,148,12,0,49,0,"4,355",299,289,270,309,340,273,313,277,344,271,399,280,141,264,286,"3,925","1,217",989,0,869,4,0,3,1,33,3,24,4,0,2,"18,908"
2020-03-09,"2,157","3,705",24,0,"2,649","1,261",793,0,0,61,162,56,0,33,0,0,58,42,78,65,150,18,0,52,0,"4,359",299,287,269,308,340,274,313,276,344,267,399,279,141,268,295,"3,921","1,214",989,0,868,5,0,3,2,33,4,24,4,0,1,"18,907"
2020-03-10,"2,153","3,735",24,0,"2,649","1,255",790,0,0,58,161,56,0,34,0,0,58,41,78,66,150,18,0,52,0,"4,354",299,287,269,308,339,272,311,275,342,267,398,278,147,267,295,"3,926","1,217",989,0,870,5,0,3,2,0,3,24,4,0,1,"18,891"
2020-03-11,"2,155","3,741",24,0,"2,649","1,207",797,0,0,58,173,55,0,34,0,0,57,41,77,66,150,16,0,52,0,"4,355",299,287,269,308,337,272,311,276,341,269,398,280,146,267,295,"3,932","1,218",994,0,870,5,0,3,2,31,3,24,4,0,0,"18,896"
2020-03-12,"2,145","3,756",24,0,"2,655","1,197",794,0,0,59,172,55,0,34,0,0,55,41,77,66,149,16,0,52,0,"4,362",299,294,269,308,340,272,311,276,339,269,397,280,146,267,295,"3,929","1,214",995,0,870,6,0,4,2,30,2,24,4,0,0,"18,898"
2020-03-13,"2,142","3,754",24,0,"2,656","1,202",785,0,0,65,167,55,0,34,0,0,55,41,76,59,149,16,0,52,0,"4,360",299,293,269,308,339,272,311,276,339,269,397,280,146,267,295,"3,929","1,214",995,0,870,5,0,3,2,30,2,24,4,0,0,"18,887"
2020-03-14,"2,137","3,753",24,0,"2,656","1,202",785,0,0,65,167,55,0,34,0,0,55,41,76,59,149,16,0,52,0,"4,350",299,290,268,307,338,272,311,276,339,267,397,279,146,266,295,"3,929","1,214",995,0,870,5,0,3,2,30,2,24,4,0,0,"18,871"
2020-03-15,"2,136","3,753",24,0,"2,656","1,202",784,0,0,65,167,55,0,34,0,0,55,41,76,59,149,15,0,52,0,"4,350",299,290,268,307,338,272,311,276,339,267,397,279,146,266,295,"3,929","1,214",995,0,870,5,0,3,2,30,2,24,4,0,0,"18,869"
2020-03-16,"2,132","3,751",22,0,"2,653","1,214",779,0,0,64,166,55,0,34,0,0,55,41,76,59,147,14,0,52,0,"4,340",298,290,268,307,336,272,311,274,337,267,397,279,144,265,295,"3,926","1,212",995,0,870,5,0,3,2,30,2,24,4,0,0,"18,852"
2020-03-17,"2,132","3,751",22,0,"2,653","1,214",779,0,0,64,166,55,0,34,0,0,55,41,76,59,147,14,0,52,0,"4,340",298,290,268,307,336,272,311,274,337,267,397,279,144,265,295,"3,926","1,212",995,0,870,5,0,3,2,30,2,24,4,0,0,"18,852"
2020-03-18,"2,131","3,744",22,0,"2,653","1,232",772,0,0,63,164,55,0,33,0,0,55,41,75,59,147,14,0,50,0,"4,329",298,290,268,307,334,272,310,274,332,267,397,278,144,263,295,"3,923","1,210",994,0,870,5,0,3,2,30,2,24,4,0,0,"18,841"
2020-03-19,"2,125","3,728",22,0,"2,647","1,269",765,0,0,63,157,88,0,33,0,0,55,41,92,59,147,14,0,0,0,"4,322",298,289,268,307,334,272,310,272,331,267,396,278,144,262,294,"3,917","1,208",993,0,867,4,0,3,1,29,1,24,4,0,0,"18,828"
2020-03-20,"2,122","3,724",22,0,"2,647","1,275",759,0,0,63,151,88,0,33,0,0,55,41,92,59,147,14,0,0,0,"4,313",298,289,268,307,334,271,310,271,331,267,394,276,142,261,294,"3,916","1,207",993,0,867,5,0,3,2,29,1,24,4,0,0,"18,812"
2020-03-21,"2,122","3,723",22,0,"2,644","1,207",757,0,0,63,151,88,0,33,0,0,55,41,92,59,147,12,0,0,0,"4,311",298,289,267,307,334,271,310,271,330,267,394,276,142,261,294,"3,916","1,207",993,0,867,5,0,3,2,29,1,24,4,0,0,"18,736"
2020-03-22,"2,122","3,723",22,0,"2,643","1,275",756,0,0,63,150,88,0,33,0,0,55,41,92,59,147,12,0,0,0,"4,308",298,288,267,307,334,271,310,271,330,266,394,276,142,261,293,"3,915","1,206",993,0,867,5,0,3,2,29,1,24,4,0,0,"18,798"
2020-03-23,"2,120","3,721",22,0,"2,637","1,287",752,0,0,62,149,87,0,33,0,0,55,41,92,59,146,12,0,0,0,"4,305",298,289,266,307,334,271,310,269,330,266,394,276,142,260,293,"3,916","1,207",993,0,867,5,0,3,2,30,2,24,4,0,0,"18,795"
2020-03-24,"2,119","3,715",22,0,"2,632","1,296",748,0,0,62,149,87,0,33,0,0,54,41,91,57,146,12,0,0,0,"4,301",298,289,266,307,334,271,310,269,328,266,394,276,142,259,292,"3,914","1,206",992,0,867,5,0,3,2,30,2,24,4,0,0,"18,782"
2020-03-25,"2,111","3,701",22,0,"2,627","1,309",742,0,0,62,148,84,0,33,0,0,54,41,91,56,145,12,0,0,0,"4,292",297,289,266,305,334,270,311,269,325,266,393,276,141,258,292,"3,931","1,204",992,0,886,5,0,3,2,30,2,24,4,0,0,"18,770"
2020-03-26,"2,108","3,700",22,0,"2,626","1,323",737,0,0,62,146,83,0,32,0,0,54,41,91,56,144,12,0,0,0,"4,281",297,287,266,305,332,270,311,267,325,264,392,276,141,256,292,"3,909","1,203",991,0,866,5,0,3,2,30,2,24,4,0,0,"18,741"
2020-03-27,"2,107","3,701",22,0,"2,624","1,346",735,0,0,62,146,83,0,32,0,0,54,41,91,55,143,12,0,0,0,"4,272",296,286,264,305,332,270,311,266,325,262,391,276,141,256,291,"3,909","1,203",991,0,866,5,0,3,2,28,2,22,4,0,0,"18,749"
2020-03-28,"2,107","3,698",21,0,"2,624","1,346",734,0,0,62,145,83,0,32,0,0,54,41,91,55,143,12,0,0,0,"4,270",296,285,264,305,332,270,311,266,325,261,391,276,141,256,291,"3,929","1,203",991,0,886,5,0,3,2,28,2,22,4,0,0,"18,762"
2020-03-29,"2,106","3,697",20,0,"2,624","1,246",732,0,0,62,143,83,0,32,0,0,54,41,91,55,143,12,0,0,0,"4,270",296,285,264,305,332,270,311,266,325,261,391,276,141,256,291,"3,909","1,203",991,0,866,5,0,3,2,28,2,22,4,0,0,"18,637"
2020-03-30,"2,104","3,691",20,0,"2,621","1,346",726,0,0,62,139,82,0,32,0,0,54,40,91,55,143,12,0,0,0,"4,268",296,285,264,305,332,269,311,266,325,261,390,276,141,256,291,"3,906","1,203",991,0,866,5,0,3,2,29,3,22,4,0,0,"18,716"
2020-03-31,"2,100","3,665",20,0,"2,615","1,350",723,0,0,62,139,82,0,31,0,0,54,39,91,55,143,12,0,0,0,"4,257",294,285,262,305,332,268,310,264,324,261,390,276,140,255,291,"3,906","1,202",990,0,865,5,0,3,2,28,2,22,4,0,0,"18,669"
2020-04-01,"2,099","3,642",20,0,"2,615","1,358",720,0,0,62,138,81,0,31,0,0,54,39,90,55,143,12,0,0,0,"4,251",294,285,262,305,331,268,310,264,324,259,389,276,140,254,290,"3,056","1,202",990,0,864,5,0,3,2,28,2,22,4,0,0,"17,794"
2020-04-02,"2,094","3,638",20,0,"2,600","1,361",713,0,0,62,131,81,0,31,0,0,54,39,90,55,143,12,0,0,0,"4,248",294,285,262,305,331,268,310,264,323,259,388,276,140,253,290,"3,055","1,202",989,0,864,5,0,3,2,27,2,22,3,0,0,"17,761"
2020-04-03,"2,094","3,635",20,0,"2,598","1,365",710,0,0,62,128,81,0,31,0,0,54,39,90,55,143,12,0,0,0,"4,247",294,285,262,305,331,268,309,264,323,259,388,276,140,253,290,"3,051","1,200",988,0,863,5,0,3,2,27,2,22,3,0,0,"17,752"
2020-04-04,"2,091","3,636",20,0,"2,597","1,365",702,0,0,62,120,81,0,31,0,0,54,39,90,55,143,12,0,0,0,"4,246",294,285,262,305,331,268,309,264,323,259,387,276,140,253,290,"3,050","1,200",988,0,862,5,0,3,2,27,2,22,3,0,0,"17,739"
2020-04-05,"2,090","3,636",20,0,"2,597","1,365",700,0,0,62,118,81,0,31,0,0,54,39,90,55,143,12,0,0,0,"4,245",294,285,262,305,331,268,309,264,323,259,387,275,140,253,290,"3,049","1,199",988,0,862,5,0,3,2,27,2,22,3,0,0,"17,734"
2020-04-06,"2,089","3,621",20,0,"2,593","1,365",698,0,0,62,116,81,0,31,0,0,54,39,90,55,143,12,0,0,0,"4,243",294,285,261,305,331,268,310,264,323,259,386,275,140,253,289,"3,048","1,198",988,0,862,5,0,3,2,27,2,22,3,0,0,"17,709"
2020-04-07,"2,087","3,607",20,0,"2,592","1,373",695,0,0,62,115,80,0,31,0,0,54,39,90,54,143,12,0,0,0,"4,230",293,283,259,305,328,268,310,264,323,257,384,274,140,253,289,"3,047","1,197",988,0,862,5,0,3,2,27,2,22,3,0,0,"17,683"
2020-04-08,"2,084","3,698",20,0,"2,591","1,373",692,0,0,62,114,80,0,31,0,0,54,39,90,54,142,12,0,0,0,"4,229",293,283,259,305,328,268,310,264,323,257,383,274,140,253,289,"3,056","1,207",987,0,862,5,0,3,2,27,2,22,3,0,0,"17,775"
2020-04-09,"2,081","3,595",20,0,"2,591","1,369",691,0,0,62,114,80,0,31,0,0,54,39,90,53,142,12,0,0,0,"4,227",293,283,259,305,328,268,309,264,323,257,383,273,140,253,289,"3,065","1,217",987,0,861,5,0,3,2,27,2,22,3,0,0,"17,671"
2020-04-10,"2,079","3,589",20,0,"2,589","1,380",684,0,0,62,109,80,0,31,0,0,54,39,89,53,141,12,0,0,0,"4,222",292,283,259,305,328,268,309,264,323,257,383,273,139,250,289,"3,074","1,226",987,0,861,5,0,3,2,27,2,22,3,0,0,"17,669"
2020-04-11,"2,080","3,587",20,0,"2,588","1,380",683,0,0,62,108,80,0,31,0,0,54,39,89,53,141,12,0,0,0,"4,222",292,283,259,305,328,268,309,264,323,257,383,273,139,250,289,"3,074","1,226",987,0,861,5,0,3,2,27,2,22,3,0,0,"17,666"
2020-04-12,"2,080","3,586",20,0,"2,587","1,380",674,0,0,62,100,80,0,31,0,0,54,39,89,53,141,11,0,0,0,"4,221",292,283,259,304,328,268,309,264,323,257,383,273,139,250,289,"3,074","1,227",987,0,860,5,0,3,2,27,2,22,3,0,0,"17,654"
2020-04-13,"2,080","3,575",20,0,"2,584","1,380",663,0,0,62,92,80,0,30,0,0,53,39,89,53,140,11,0,0,0,"4,210",292,283,258,303,326,266,309,263,321,257,383,273,138,250,288,"3,083","1,237",986,0,860,5,0,3,2,27,2,22,3,0,0,"17,627"
2020-04-14,"2,080","3,567",20,0,"2,578","1,379",642,0,0,61,76,79,0,30,0,0,52,38,89,53,140,10,0,0,0,"4,202",292,283,258,303,326,266,309,263,320,257,383,273,137,246,286,"3,086","1,241",986,0,859,4,0,2,2,27,2,22,3,0,0,"17,585"
2020-04-15,"2,075","3,547",20,0,"2,571","1,376",635,0,0,54,74,78,0,30,0,0,59,38,88,52,139,10,0,0,0,"4,191",288,282,257,303,326,266,308,263,320,257,381,273,137,244,286,"3,078","1,236",985,0,857,4,0,2,2,26,2,21,3,0,0,"17,523"
2020-04-16,"2,074","3,544",20,0,"2,569","1,390",633,0,0,63,71,78,0,30,0,0,52,38,88,52,138,10,0,0,0,"4,183",287,282,257,303,326,265,307,263,319,255,381,273,137,243,285,"3,077","1,235",985,0,857,2,0,2,0,26,2,21,3,0,0,"17,518"
2020-04-17,"2,072","3,536",20,0,"2,568","1,419",627,0,0,63,66,77,0,30,0,0,54,38,87,52,137,10,0,0,0,"4,181",287,282,257,302,326,265,307,262,319,255,381,273,137,243,285,"3,075","1,234",985,0,856,2,0,2,0,26,2,21,3,0,0,"17,526"
2020-04-18,"2,070","3,537",20,0,"2,568","1,419",627,0,0,63,66,77,0,30,0,0,54,38,87,52,137,10,0,0,0,"4,179",287,282,257,302,326,265,307,262,318,255,380,273,137,243,285,"3,075","1,234",985,0,856,0,0,0,0,26,2,21,3,0,0,"17,521"
2020-04-19,"2,070","3,539",20,0,"2,568","1,419",626,0,0,63,66,77,0,30,0,0,54,38,86,52,137,10,0,0,0,"4,179",287,282,257,302,326,265,307,262,318,255,380,273,137,243,285,"3,075","1,234",985,0,856,0,0,0,0,24,2,19,3,0,0,"17,520"
2020-04-20,"2,075","3,529",19,0,"2,566","1,428",622,0,0,56,66,76,0,30,0,0,60,38,86,52,137,11,0,0,0,"4,174",287,282,256,301,325,265,307,262,318,255,379,273,137,243,284,"3,073","1,234",984,0,855,0,0,0,0,24,2,19,3,0,0,"17,510"
2020-04-21,"2,071","3,516",19,0,"2,565","1,426",613,0,0,63,58,76,0,30,0,0,53,38,86,52,136,11,0,0,0,"4,164",286,282,256,301,323,264,306,260,318,255,378,272,137,243,283,"3,070","1,232",983,0,855,0,0,0,0,23,2,19,2,0,0,"17,467"
2020-04-22,"2,069","3,508",19,0,"2,558","1,427",599,0,0,63,44,76,0,30,0,0,53,38,86,52,136,11,0,0,0,"4,160",286,282,256,300,324,264,305,260,316,254,378,272,137,243,283,"3,068","1,230",983,0,855,0,0,0,0,24,2,19,3,0,0,"17,432"
2020-04-23,"2,065","3,507",19,0,"2,556","1,441",595,0,0,63,42,76,0,30,0,0,53,38,85,52,136,11,0,0,0,"4,154",286,282,256,300,324,264,305,260,311,254,378,271,137,243,283,"3,069","1,231",983,0,855,0,0,0,0,24,2,19,3,0,0,"17,430"
2020-04-24,"2,064","3,504",19,0,"2,553","1,442",595,0,0,63,42,75,0,30,0,0,53,38,86,52,136,11,0,0,0,"4,421",286,282,256,299,324,264,304,260,310,525,378,270,137,243,283,"3,068","1,230",983,0,855,0,0,0,0,24,2,19,3,0,0,"17,690"
2020-04-25,"2,064","3,502",19,0,"2,552","1,442",584,0,0,63,32,75,0,30,0,0,53,38,85,52,136,11,0,0,0,"4,147",286,282,256,299,324,264,304,260,310,252,378,270,137,242,283,"3,067","1,229",983,0,855,0,0,0,0,24,2,19,3,0,0,"17,401"
2020-04-26,"2,063","3,502",19,0,"2,552","1,442",584,0,0,63,31,75,0,30,0,0,53,38,86,52,136,11,0,0,0,"4,147",286,282,256,299,324,264,304,260,310,252,378,270,137,242,283,"3,067","1,229",983,0,855,0,0,0,0,24,2,19,3,0,0,"17,400"
2020-04-27,"2,061","3,495",19,0,"2,550","1,442",577,0,0,63,25,75,0,30,0,0,53,37,86,52,136,11,0,0,0,"4,139",286,281,256,299,323,264,304,260,310,249,378,269,136,242,282,"3,064","1,229",980,0,855,0,0,0,0,24,2,19,3,0,0,"17,371"
2020-04-28,"2,061","3,486",19,0,"2,551","1,452",572,0,0,63,22,74,0,30,0,0,53,37,85,52,136,11,0,0,0,"4,136",286,281,256,299,323,264,303,260,310,249,378,268,135,242,282,"3,059","1,227",978,0,854,0,0,0,0,24,2,19,3,0,0,"17,360"
2020-04-29,"2,857","3,472",19,0,"2,546","1,456",560,0,0,62,21,73,0,30,0,0,53,37,84,52,136,11,0,0,0,"4,132",286,281,256,299,322,264,303,260,309,248,378,268,135,242,281,"3,054","1,225",976,0,853,0,0,0,0,7,1,4,2,0,0,"18,103"
2020-04-30,"2,051","3,455",19,0,"2,540","1,465",555,0,0,62,17,73,0,30,0,0,53,37,84,52,136,11,0,0,0,"4,117",286,280,256,299,322,262,301,260,306,246,376,265,135,242,281,"3,051","1,224",976,0,851,0,0,0,0,7,1,4,2,0,0,"17,260"
2020-05-01,"2,051","3,454",19,0,"2,539","1,482",552,0,0,61,15,73,0,30,0,0,53,37,84,52,136,0,0,0,0,"4,114",286,280,256,299,322,262,301,260,306,246,376,265,135,239,281,"3,832","1,223",976,0,851,0,0,0,0,2,1,0,1,0,0,"18,045"
2020-05-02,"2,049","3,453",19,0,"2,536","1,482",551,0,0,61,15,73,0,30,0,0,53,37,84,51,136,0,0,0,0,"4,113",286,280,256,299,322,262,300,260,306,246,376,265,135,239,281,"3,831","1,222",976,0,851,0,0,0,0,2,1,0,1,0,0,"18,036"
