yfips,year,fips,state,us_state_or_territory,county_name,total_pop,total_pop_15to64,female_pop_15to64,male_pop_15to64,asian_pop_15to64,black_pop_15to64,latino_pop_15to64,native_pop_15to64,other_pop_15to64,white_pop_15to64,urbanicity,region,division,commuting_zone,metro_area,land_area,total_jail_adm,total_jail_adm_dcrp,female_jail_adm_dcrp,male_jail_adm_dcrp,total_jail_pop,female_jail_pop,male_jail_pop,asian_jail_pop,black_jail_pop,latino_jail_pop,native_jail_pop,white_jail_pop,total_jail_pretrial,female_jail_pretrial,male_jail_pretrial,jail_from_state_prison,jail_from_other_state_prison,jail_from_state_jail,jail_from_other_state_jail,jail_from_fed,jail_from_ice,total_jail_pop_dcrp,female_jail_pop_dcrp,male_jail_pop_dcrp,total_prison_pop,female_prison_pop,male_prison_pop,asian_prison_pop,black_prison_pop,latino_prison_pop,native_prison_pop,other_prison_pop,white_prison_pop,total_prison_adm,female_prison_adm,male_prison_adm,asian_prison_adm,black_prison_adm,latino_prison_adm,native_prison_adm,other_prison_adm,white_prison_adm,num_facilites,num_employees,confined_pop,capacity,ucr_population,index_crime,violent_crime,property_crime,murder_crime,rape_crime,robbery_crime,agr_assault_crime,burglary_crime,larceny_crime,mv_theft_crime,arson_crime
199628027,1996,28027,MS,Mississippi,Coahoma County,31433,18672,10161,8511,81,12292,150,6,,6143,rural,South,East South Central,416,17260,552.526,2365.143,,,,103,8.5,94,0,95,0,0,7.5,17.5,3.428571,16,48.09091,0,37.72727,0,0,0,,,,284,21,263,0,252,0,0,0,32,143,20,123,0,128,0,0,0,15,0,0,0,0,32004,1492,183,1309,11,18,49,105,469,647,182,11
199728027,1997,28027,MS,Mississippi,Coahoma County,31251,18729,10187,8542,87,12470,150,7,,6015,rural,South,East South Central,416,17260,552.526,2480.572,,,,108.6667,8.666667,99.33334,0,100,0,0,8,15,3.571429,14,49.72727,0,35.81818,0,0,0,,,,301,33,268,0,264,0,0,0,37,168,22,146,0,150,0,0,0,18,0,0,0,0,12108,292,46,246,4,3,4,35,103,59,71,13
199828027,1998,28027,MS,Mississippi,Coahoma County,31023,18685,10154,8531,90,12561,166,7,,5861,rural,South,East South Central,416,17260,552.526,2596,,,,114.3333,8.833333,104.6667,0,105,0,0,8.5,12.5,3.714286,12,51.36364,0,33.90909,0,0,0,,,,290,29,261,0,257,0,0,0,33,144,14,130,0,125,0,0,0,19,0,0,0,0,12152,301,21,280,2,5,4,10,141,103,36,0
199928027,1999,28027,MS,Mississippi,Coahoma County,30836,18627,10123,8504,97,12643,166,8,,5713,rural,South,East South Central,416,17260,552.526,2711.429,,,,120,9,110,0,110,0,0,9,10,3.857143,10,53,0,32,0,0,0,,,,257,27,230,0,223,0,0,0,34,113,14,99,0,94,0,0,0,19,0,0,0,0,10692,302,25,277,1,2,7,15,104,116,54,3
200028027,2000,28027,MS,Mississippi,Coahoma County,30526,18524,10043,8481,101,12636,172,17,,5598,rural,South,East South Central,416,17260,552.526,2085.714,2290,390,1900,92,6,82,0,75,0,0,13,21,4,17,29,0,24.75,0,0,0,66,4,62,262.416666667,26.1666666667,236.25,0,229.083333333,,0,0.166666666667,33.1666666667,110,7,103,0,78,0,0,0,32,0,0,0,0,9977,261,14,247,1,5,4,4,92,117,36,2
200128027,2001,28027,MS,Mississippi,Coahoma County,30172,18411,9955,8456,98,12752,181,17,,5363,rural,South,East South Central,416,17260,552.526,938.5714,2405,480,1925,85,6,52,0,51,0,0,7,53,5,48,27,0,17.5,0,0,0,68,7,61,267.833333333,25.3333333333,242.5,0,235.166666667,,0,0.333333333333,32.3333333333,120,21,99,0,99,0,0,0,21,0,0,0,0,30766,1720,218,1502,6,22,101,89,651,672,175,4
200228027,2002,28027,MS,Mississippi,Coahoma County,29662,18257,9903,8354,95,12843,174,16,,5129,rural,South,East South Central,416,17260,552.526,1981.429,2398,516,1882,102,11,55,0,58,0,0,8,55,10,45,37,0,10.25,0,0,0,120,12,108,273.25,24.5,248.75,0,241.25,,0,0.5,31.5,131,14,117,0,104,0,0,0,27,0,0,0,0,30914,1491,105,1386,5,14,37,49,339,923,116,8
200328027,2003,28027,MS,Mississippi,Coahoma County,29055,17931,9721,8210,95,12785,180,15,,4856,rural,South,East South Central,416,17260,552.526,2346.429,1825,472,1825,140,15,132,0,134,0,0,13,73,7,66,55,0,3,0,1,0,160,15,145,278.666666667,23.6666666667,255,0,247.333333333,,0,0.666666666667,30.6666666667,104,10,94,0,83,0,0,0,21,0,0,0,0,9901,270,24,246,4,1,5,14,121,87,38,0
200428027,2004,28027,MS,Mississippi,Coahoma County,28508,17655,9544,8111,90,12717,172,17,,4659,rural,South,East South Central,416,17260,552.526,3285,2396,427,1969,160,18,133,0,134,0,0,17,81,11,70,63,0,2,0,1,0,145,9,136,284.083333333,22.8333333333,261.25,0,253.416666667,,0,0.833333333333,29.8333333333,102.75,9.375,89.25,0,79.375,,0,0.125,19.125,0,0,0,0,9786,187,12,175,5,1,3,3,74,56,43,2
200528027,2005,28027,MS,Mississippi,Coahoma County,27875,17398,9440,7958,87,12698,194,18,,4401,rural,South,East South Central,416,17260,552.526,1825,2935,610,2325,130,19,94,0,103,0,0,10,98,15,83,11,0,0,0,1,0,125,15,110,289.5,22,267.5,0,259.5,,0,1,29,101.5,8.75,84.5,0,75.75,,0,0.25,17.25,0,0,0,0,9795,175,12,163,0,1,2,9,84,55,24,0
200628027,2006,28027,MS,Mississippi,Coahoma County,27441,17210,9351,7859,85,12646,213,14,,4252,rural,South,East South Central,416,17260,552.526,1903.125,2935,610,2325,126.5,17,95,0,103.125,0,0,8.875,94.625,15,83,12,0,0,0,1,0,138,20,118,294.916666667,21.1666666667,273.75,0,265.583333333,,0,1.16666666667,28.1666666667,100.25,8.125,79.75,0,72.125,,0,0.375,15.375,0,0,0,0,9670,145,12,133,3,0,4,5,64,50,19,0
200728027,2007,28027,MS,Mississippi,Coahoma County,27025,17059,9236,7823,82,12717,199,15,,4046,rural,South,East South Central,416,17260,552.526,1981.25,2935,610,2325,123,15,96,0,103.25,0,0,7.75,91.25,15,83,13,0,0,0,1,0,135,12,123,300.333333333,20.3333333333,280,0,271.666666667,,0,1.33333333333,27.3333333333,99,7.5,75,0,68.5,,0,0.5,13.5,0,0,0,0,28082,1165,85,1080,5,11,32,37,725,266,89,0
200828027,2008,28027,MS,Mississippi,Coahoma County,26549,16812,9082,7730,83,12539,204,14,,3972,rural,South,East South Central,416,17260,552.526,2059.375,2935,610,2325,119.5,13,97,0,103.375,0,0,6.625,87.875,15,83,14,0,0,0,1,0,147,12,135,305.75,19.5,286.25,0,277.75,,0,1.5,26.5,97.75,6.875,70.25,0,64.875,,0,0.625,11.625,0,0,0,0,27268,1305,151,1154,6,14,59,72,573,485,84,12
200928027,2009,28027,MS,Mississippi,Coahoma County,26257,16692,9065,7627,78,12624,220,14,,3756,rural,South,East South Central,416,17260,552.526,2137.5,2935,610,2325,116,11,98,0,103.5,0,0,5.5,84.5,15,83,15,0,0,0,1,0,120,15,105,311.166666667,18.6666666667,292.5,0,283.833333333,,0,1.66666666667,25.6666666667,96.5,6.25,65.5,0,61.25,,0,0.75,9.75,0,0,0,0,17741,1158,132,1026,4,18,57,53,640,335,42,9
201028027,2010,28027,MS,Mississippi,Coahoma County,26145,16675,9063,7612,81,12653,197,14,,3730,rural,South,East South Central,416,17260,552.526,2215.625,2935,610,2325,112.5,9,99,0,103.625,0,0,4.375,81.125,15,83,16,0,0,0,1,0,120,15,105,316.583333333,17.8333333333,298.75,0,289.916666667,,0,1.83333333333,24.8333333333,95.25,5.625,60.75,0,57.625,,0,0.875,7.875,0,0,0,0,17962,1272,104,1168,3,10,28,63,690,417,56,5
201128027,2011,28027,MS,Mississippi,Coahoma County,26106,16667,9058,7609,89,12648,192,14,,3724,rural,South,East South Central,416,17260,552.526,2293.75,2935,610,2325,109,7,100,0,103.75,0,0,3.25,77.75,15,83,17,0,0,0,1,0,120,15,105,322,17,305,0,296,,0,2,24,94,5,56,0,54,,0,1,6,0,0,0,0,18030,1373,154,1219,8,4,40,102,627,505,67,20
201228027,2012,28027,MS,Mississippi,Coahoma County,25846,16526,8974,7552,97,12525,205,14,,3685,rural,South,East South Central,416,17260,552.526,2371.875,2935,610,2325,105.5,5,101,0,103.875,0,0,2.125,74.375,15,83,18,0,0,0,1,0,120,15,105,295,14,281,0,268,,0,1,26,76,9,67,0,64,0,0,0,12,0,0,0,0,17837,952,24,928,0,2,5,17,731,192,5,0
201328027,2013,28027,MS,Mississippi,Coahoma County,25613,16394,8838,7556,91,12500,212,20,,3571,rural,South,East South Central,416,17260,552.526,2450,2935,610,2325,102,3,102,0,104,0,0,1,71,15,83,19,0,0,0,1,0,120,15,105,289,13,276,0,263,,0,1,25,79,7,72,0,69,0,0,0,10,0,0,0,0,0,5,1,4,0,0,1,0,2,2,0,0
201428027,2014,28027,MS,Mississippi,Coahoma County,25181,16018,8652,7366,93,12237,210,24,,3454,rural,South,East South Central,416,17260,552.526,2450,,,,102,3,102,0,104,0,0,1,71,15,83,19,0,0,0,1,0,,,,260,8,252,0,243,,0,1,16,60,,,0,55,0,0,0,5,0,0,0,0,0,10,2,8,0,1,0,1,7,0,1,0
201528027,2015,28027,MS,Mississippi,Coahoma County,24842,15800,8579,7221,88,12147,225,22,,3318,rural,South,East South Central,416,17260,552.526,2450,,,,102,3,102,0,104,0,0,1,71,15,83,19,0,0,0,1,0,,,,250,10,240,0,231,,0,2,17,48,4,44,0,40,,0,1,7,0,0,0,0,,,,,,,,,,,,
201628027,2016,28027,MS,Mississippi,Coahoma County,24481,15525,8427,7098,87,12028,210,21,,3179,rural,South,East South Central,416,17260,552.526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
197028029,1970,28029,MS,Mississippi,Copiah County,24688,13848,7290,6558,,6400,,,9,7439,small/mid,South,East South Central,45,27140,777.242,0,,,,1,0,1,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
197128029,1971,28029,MS,Mississippi,Copiah County,24448,13766,7212,6554,,6325,,,9,7432,small/mid,South,East South Central,45,27140,777.242,0,,,,3.875,0,3.625,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
197228029,1972,28029,MS,Mississippi,Copiah County,26495,15216,7934,7282,,6965,,,12,8239,small/mid,South,East South Central,45,27140,777.242,0,,,,6.75,0,6.25,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
197328029,1973,28029,MS,Mississippi,Copiah County,25492,14669,7626,7043,,6687,,,12,7970,small/mid,South,East South Central,45,27140,777.242,0,,,,9.625,0,8.875,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
197428029,1974,28029,MS,Mississippi,Copiah County,25820,14995,7781,7214,,6802,,,12,8181,small/mid,South,East South Central,45,27140,777.242,0,,,,12.5,0,11.5,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
197528029,1975,28029,MS,Mississippi,Copiah County,25323,14762,7639,7123,,6678,,,10,8074,small/mid,South,East South Central,45,27140,777.242,0,,,,15.375,0,14.125,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
197628029,1976,28029,MS,Mississippi,Copiah County,25625,15079,7787,7292,,6811,,,13,8255,small/mid,South,East South Central,45,27140,777.242,0,,,,18.25,0,16.75,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
197728029,1977,28029,MS,Mississippi,Copiah County,26188,15596,8032,7564,,7046,,,13,8537,small/mid,South,East South Central,45,27140,777.242,0,,,,21.125,0,19.375,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,25479,88,36,52,6,1,5,24,27,18,7,0
197828029,1978,28029,MS,Mississippi,Copiah County,26366,15791,8121,7670,,7129,,,13,8649,small/mid,South,East South Central,45,27140,777.242,1877.143,,,,24,2,22,,,,,,2,0,2,12,0,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,25512,183,26,157,3,2,2,19,69,73,15,0
197928029,1979,28029,MS,Mississippi,Copiah County,26264,15807,8112,7695,,7130,,,16,8661,small/mid,South,East South Central,45,27140,777.242,1659.914,,,,24.6,1.933333,23,,,,,,2.6,0,2.1,12.2,0,3.533333,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
198028029,1980,28029,MS,Mississippi,Copiah County,26411,15979,8190,7789,,7273,,,16,8690,small/mid,South,East South Central,45,27140,777.242,1442.686,,,,25.2,1.866667,24,,,,,,3.2,0,2.2,12.4,0,4.066667,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,21453,251,60,191,6,4,14,36,115,57,15,4
198128029,1981,28029,MS,Mississippi,Copiah County,26125,15861,8131,7730,,7286,,,19,8556,small/mid,South,East South Central,45,27140,777.242,1225.457,,,,25.8,1.8,25,,,,,,3.8,0,2.3,12.6,0,4.6,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,21611,215,59,156,9,5,3,42,96,47,11,2
198228029,1982,28029,MS,Mississippi,Copiah County,26323,16015,8214,7801,,7419,,,20,8576,small/mid,South,East South Central,45,27140,777.242,1008.229,,,,26.4,1.733333,26,,,,,,4.4,0,2.4,12.8,0,5.133333,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4426,190,16,174,0,1,1,14,67,100,6,1
198328029,1983,28029,MS,Mississippi,Copiah County,26404,16085,8252,7833,,7510,,,22,8553,small/mid,South,East South Central,45,27140,777.242,791,,,,27,1.666667,27,,,,,,5,0,2.5,13,0,5.666667,0,0,0,,,,66,5,61,0,61,0,0,0,5,19,,,0,19,0,0,0,0,0,0,0,0,,,,,,,,,,,,
198428029,1984,28029,MS,Mississippi,Copiah County,26670,16276,8351,7925,,7653,,,24,8599,small/mid,South,East South Central,45,27140,777.242,840.8,,,,28.2,1.6,28,,,,,,4.6,0,2.6,13.4,0,6.2,0,0,0,,,,61,5,56,0,58,0,0,3,,32,0,32,0,25,0,0,0,7,0,0,0,0,,,,,,,,,,,,
198528029,1985,28029,MS,Mississippi,Copiah County,26870,16416,8436,7980,,7772,,,27,8617,small/mid,South,East South Central,45,27140,777.242,890.6,,,,29.4,1.533333,29,,,,,,4.2,0,2.7,13.8,0,6.733333,0,0,0,,,,60,4,56,0,53,0,0,0,7,33,0,33,0,24,0,0,0,9,0,0,0,0,4448,207,35,172,1,1,1,32,86,78,8,0
198628029,1986,28029,MS,Mississippi,Copiah County,27136,16664,8557,8107,,7953,,,29,8682,small/mid,South,East South Central,45,27140,777.242,940.4,,,,30.6,1.466667,30,,,,,,3.8,0,2.8,14.2,0,7.266667,0,0,0,,,,64,5,59,0,56,0,0,0,8,44,4,40,0,37,0,0,0,7,0,0,0,0,4351,136,21,115,1,1,3,16,51,61,2,1
198728029,1987,28029,MS,Mississippi,Copiah County,27441,16928,8697,8231,,8147,,,30,8751,small/mid,South,East South Central,45,27140,777.242,990.2,,,,31.8,1.4,31,,,,,,3.4,0,2.9,14.6,0,7.8,0,0,0,,,,66,5,61,0,56,0,0,0,10,32,,,0,22,0,0,0,10,0,0,0,0,4400,116,24,92,0,1,2,21,40,47,5,0
198828029,1988,28029,MS,Mississippi,Copiah County,27424,16976,8732,8244,,8243,,,31,8702,small/mid,South,East South Central,45,27140,777.242,1040,,,,33,1.333333,32,,,,,,3,0,3,15,0,8.333333,0,0,0,,,,75,5,70,0,66,0,0,0,9,35,,,0,30,0,0,0,5,0,0,0,0,4470,130,14,116,0,2,1,11,59,52,5,0
198928029,1989,28029,MS,Mississippi,Copiah County,27379,16981,8746,8235,,8305,,,35,8641,small/mid,South,East South Central,45,27140,777.242,1050.714,,,,37.8,1.266667,36.8,,,,,,3.4,0,3.4,15,0,8.866667,0,0,0,,,,69,4,65,0,55,0,0,0,14,36,,,0,21,0,0,0,15,0,0,0,0,4552,185,21,164,0,3,5,13,53,99,5,7
199028029,1990,28029,MS,Mississippi,Copiah County,27631,17328,8918,8410,17,8502,69,10,,8730,small/mid,South,East South Central,45,27140,777.242,1061.429,,,,42.6,1.2,41.6,0,29.8,0,0,6.6,3.8,0,3.8,15,0,9.4,0,0,0,,,,75,,,0,64,0,0,0,11,43,,,0,33,0,0,0,10,0,0,0,0,4221,215,31,184,1,5,5,20,67,109,6,2
199128029,1991,28029,MS,Mississippi,Copiah County,27587,17309,8918,8391,17,8532,70,10,,8680,small/mid,South,East South Central,45,27140,777.242,1072.143,,,,47.4,1.133333,46.4,0,32.2,0,0,6.4,4.2,0,4.2,15,0,9.933333,0,0,0,,,,79,,,0,73,0,0,0,6,50,4,46,0,45,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199228029,1992,28029,MS,Mississippi,Copiah County,27719,17384,8959,8425,17,8624,76,10,,8657,small/mid,South,East South Central,45,27140,777.242,1082.857,,,,52.2,1.066667,51.2,0,34.6,0,0,6.2,4.6,0,4.6,15,0,10.46667,0,0,0,,,,82,7,75,0,76,0,0,0,6,62,4,58,0,49,0,0,0,13,0,0,0,0,22295,210,37,173,2,6,3,26,106,46,21,0
199328029,1993,28029,MS,Mississippi,Copiah County,27905,17556,9026,8530,18,8756,82,9,,8691,small/mid,South,East South Central,45,27140,777.242,1093.572,,,,57,1,56,0,37,0,0,6,5,0,5,15,0,11,0,0,0,,,,91,5,86,0,83,0,0,0,8,57,0,57,0,51,0,0,0,6,0,0,0,0,,,,,,,,,,,,
199428029,1994,28029,MS,Mississippi,Copiah County,28035,17807,9132,8675,18,8929,86,8,,8766,small/mid,South,East South Central,45,27140,777.242,1104.286,,,,70,1,79,0,68,1,0,11,16,0,15,18,0,10.5,0,0,0,,,,103,6,97,0,93,0,0,0,10,53,,,0,48,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199528029,1995,28029,MS,Mississippi,Copiah County,28179,18020,9253,8767,20,9082,95,7,,8816,small/mid,South,East South Central,45,27140,777.242,1115,,,,64,3,82,0,78,1,0,7,27,0,25,21,0,10,0,0,0,,,,118,6,112,0,109,0,0,0,9,84,7,77,0,74,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199628029,1996,28029,MS,Mississippi,Copiah County,28458,18306,9391,8915,22,9257,115,7,,8905,small/mid,South,East South Central,45,27140,777.242,1125.714,,,,95,8,94,0,81,1,0,20,38,0,35,24,0,9.5,0,0,0,,,,172,13,159,0,157,0,0,0,15,102,8,94,0,85,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199728029,1997,28029,MS,Mississippi,Copiah County,28787,18592,9539,9053,21,9442,134,6,,8989,small/mid,South,East South Central,45,27140,777.242,1136.429,,,,75,8,87,0,63,2,0,30,49,4,45,27,0,9,0,0,0,,,,169,11,158,0,149,0,0,0,20,115,8,107,0,96,,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199828029,1998,28029,MS,Mississippi,Copiah County,28762,18695,9596,9099,24,9522,150,6,,8993,small/mid,South,East South Central,45,27140,777.242,1147.143,,,,92,6,95,0,83,3,0,15,60,6,54,30,0,8.5,0,3,0,,,,170,15,155,0,145,0,0,0,25,123,6,117,0,101,0,0,0,22,0,0,0,0,4305,204,48,156,2,7,10,29,36,110,10,0
199928029,1999,28029,MS,Mississippi,Copiah County,28795,18813,9655,9158,24,9600,176,7,,9006,small/mid,South,East South Central,45,27140,777.242,1460,,,,80,6,71,0,55,2,0,20,38,3,35,8,2,8,0,0,0,,,,184,13,171,0,157,0,0,0,27,93,10,83,0,68,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200028029,2000,28029,MS,Mississippi,Copiah County,28761,18883,9678,9205,42,9616,238,14,,8973,small/mid,South,East South Central,45,27140,777.242,1338.333,2683,80,2603,74.83334,6,66.33334,0,52.16667,1.833333,0,18.33333,38.5,3.5,35,0,0,0,0,0,0,74,2,72,188.916666667,13.75,175.166666667,0,160.083333333,,0,0.166666666667,28.6666666667,102,8,94,0,70,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200128029,2001,28029,MS,Mississippi,Copiah County,28857,18982,9660,9322,46,9656,267,13,,9000,small/mid,South,East South Central,45,27140,777.242,1216.667,2546,201,2345,69.66666,6,61.66667,0,49.33333,1.666667,0,16.66667,39,4,35,0,0,0,0,0,0,79,6,73,193.833333333,14.5,179.333333333,0,163.166666667,,0,0.333333333333,30.3333333333,108,9,99,0,83,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200228029,2002,28029,MS,Mississippi,Copiah County,28762,18996,9686,9310,52,9672,299,19,,8954,small/mid,South,East South Central,45,27140,777.242,1095,2100,210,1890,64.5,6,57,0,46.5,1.5,0,15,39.5,4.5,35,0,0,0,0,0,0,75,5,70,198.75,15.25,183.5,0,166.25,,0,0.5,32,99,14,85,0,74,,0,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200328029,2003,28029,MS,Mississippi,Copiah County,29058,19195,9753,9442,57,9752,335,21,,9030,small/mid,South,East South Central,45,27140,777.242,973.3333,2543,361,2182,59.33333,6,52.33333,0,43.66667,1.333333,0,13.33333,40,5,35,0,0,0,0,0,0,75,5,70,203.666666667,16,187.666666667,0,169.333333333,,0,0.666666666667,33.6666666667,92,11,81,0,68,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200428029,2004,28029,MS,Mississippi,Copiah County,29157,19271,9801,9470,58,9802,347,27,,9037,small/mid,South,East South Central,45,27140,777.242,851.6667,1088,331,2098,54.16667,6,47.66667,0,40.83333,1.166667,0,11.66667,40.5,5.5,35,0,0,0,0,0,0,49,4,45,208.583333333,16.75,191.833333333,0,172.416666667,,0,0.833333333333,35.3333333333,95.875,10.5,80.25,0,67.125,,0,0.125,23.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200528029,2005,28029,MS,Mississippi,Copiah County,29134,19275,9836,9439,58,9829,384,31,,8973,small/mid,South,East South Central,45,27140,777.242,730,1915,301,2014,49,6,43,0,38,1,0,10,41,6,35,0,0,0,0,0,0,49,4,45,213.5,17.5,196,0,175.5,,0,1,37,99.75,10,79.5,0,66.25,,0,0.25,23,0,0,0,0,4404,239,16,223,0,2,5,9,55,154,13,1
200628029,2006,28029,MS,Mississippi,Copiah County,29540,19505,9971,9534,61,9980,434,38,,8992,small/mid,South,East South Central,45,27140,777.242,730,1900,271,1930,49,6,43,0,38,1,0,10,41,6,35,0,0,0,0,0,0,48,3,45,218.416666667,18.25,200.166666667,0,178.583333333,,0,1.16666666667,38.6666666667,103.625,9.5,78.75,0,65.375,,0,0.375,22.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200728029,2007,28029,MS,Mississippi,Copiah County,29565,19525,9986,9539,61,10012,469,43,,8940,small/mid,South,East South Central,45,27140,777.242,730,1861,240,1847,49,6,43,0,38,1,0,10,41,6,35,0,0,0,0,0,0,54,6,48,223.333333333,19,204.333333333,0,181.666666667,,0,1.33333333333,40.3333333333,107.5,9,78,0,64.5,,0,0.5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200828029,2008,28029,MS,Mississippi,Copiah County,29584,19613,10056,9557,70,10127,488,46,,8882,small/mid,South,East South Central,45,27140,777.242,730,1822,210,1763,49,6,43,0,38,1,0,10,41,6,35,0,0,0,0,0,0,53,4,49,228.25,19.75,208.5,0,184.75,,0,1.5,42,111.375,8.5,77.25,0,63.625,,0,0.625,21.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200928029,2009,28029,MS,Mississippi,Copiah County,29484,19446,9989,9457,75,10081,541,45,,8704,small/mid,South,East South Central,45,27140,777.242,730,1784,180,1679,49,6,43,0,38,1,0,10,41,6,35,0,0,0,0,0,0,48,8,40,233.166666667,20.5,212.666666667,0,187.833333333,,0,1.66666666667,43.6666666667,115.25,8,76.5,0,62.75,,0,0.75,21,0,0,0,0,5959,200,17,183,0,1,2,14,88,85,10,0
201028029,2010,28029,MS,Mississippi,Copiah County,29449,19348,9925,9423,78,10059,531,46,,8634,small/mid,South,East South Central,45,27140,777.242,730,1745,150,1595,49,6,43,0,38,1,0,10,41,6,35,0,0,0,0,0,0,62,7,55,238.083333333,21.25,216.833333333,0,190.916666667,,0,1.83333333333,45.3333333333,119.125,7.5,75.75,0,61.875,,0,0.875,20.5,0,0,0,0,5044,192,11,181,0,0,0,11,98,80,2,1
201128029,2011,28029,MS,Mississippi,Copiah County,29436,19337,9912,9425,78,10042,536,38,,8643,small/mid,South,East South Central,45,27140,777.242,730,1440,432,1008,49,6,43,0,38,1,0,10,41,6,35,0,0,0,0,0,0,38,4,34,243,22,221,0,194,,0,2,47,123,7,75,0,61,,0,1,20,0,0,0,0,5063,147,7,140,0,1,3,3,40,90,8,2
201228029,2012,28029,MS,Mississippi,Copiah County,29284,19177,9810,9367,89,9966,537,40,,8545,small/mid,South,East South Central,45,27140,777.242,730,1295,380,915,49,6,43,0,38,1,0,10,41,6,35,0,0,0,0,0,0,47,7,40,201,14,187,0,170,,0,1,30,57,7,50,0,46,0,0,0,11,0,0,0,0,5022,140,16,124,1,0,1,14,50,66,6,2
201328029,2013,28029,MS,Mississippi,Copiah County,29022,18841,9636,9205,88,9822,529,39,,8363,small/mid,South,East South Central,45,27140,777.242,730,1295,380,915,49,6,43,0,38,1,0,10,41,6,35,0,0,0,0,0,0,47,7,40,188,13,175,0,151,,0,2,35,58,,,0,43,,0,1,14,0,0,0,0,4949,160,16,144,0,0,4,12,48,88,8,0
201428029,2014,28029,MS,Mississippi,Copiah County,28881,18679,9601,9078,87,9812,524,43,,8213,small/mid,South,East South Central,45,27140,777.242,730,,,,49,6,43,0,38,1,0,10,41,6,35,0,0,0,0,0,0,,,,169,11,158,0,133,,0,2,34,57,7,50,0,37,0,0,0,20,0,0,0,0,4972,187,17,170,0,3,5,9,64,101,3,2
201528029,2015,28029,MS,Mississippi,Copiah County,28928,18702,9625,9077,83,9959,528,41,,8091,small/mid,South,East South Central,45,27140,777.242,730,,,,49,6,43,0,38,1,0,10,41,6,35,0,0,0,0,0,0,,,,175,11,164,,130,,,4,41,71,10,61,,37,0,,2,32,0,0,0,0,,,,,,,,,,,,
201628029,2016,28029,MS,Mississippi,Copiah County,28812,18524,9580,8944,93,9897,546,47,,7941,small/mid,South,East South Central,45,27140,777.242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
197028031,1970,28031,MS,Mississippi,Covington County,14140,8075,4154,3921,,2342,,,4,5729,rural,South,East South Central,34,,413.796,0,,,,5,0,5,,,,,,2,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
197128031,1971,28031,MS,Mississippi,Covington County,14715,8449,4344,4105,,2473,,,4,5972,rural,South,East South Central,34,,413.796,0,,,,5.625,0,5.625,,,,,,2.875,0,2.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
