index,yfips,year,county_name,total_pop,total_pop_15to64,female_pop_15to64,male_pop_15to64,asian_pop_15to64,black_pop_15to64,latino_pop_15to64,native_pop_15to64,other_pop_15to64,white_pop_15to64,total_jail_adm,total_jail_adm_dcrp,female_jail_adm_dcrp,male_jail_adm_dcrp,total_jail_pop,female_jail_pop,male_jail_pop,asian_jail_pop,black_jail_pop,latino_jail_pop,native_jail_pop,white_jail_pop,total_jail_pretrial,female_jail_pretrial,male_jail_pretrial,jail_from_state_prison,jail_from_other_state_prison,jail_from_state_jail,jail_from_other_state_jail,jail_from_fed,jail_from_ice,total_jail_pop_dcrp,female_jail_pop_dcrp,male_jail_pop_dcrp,total_prison_pop,female_prison_pop,male_prison_pop,asian_prison_pop,black_prison_pop,latino_prison_pop,native_prison_pop,other_prison_pop,white_prison_pop,total_prison_adm,female_prison_adm,male_prison_adm,asian_prison_adm,black_prison_adm,latino_prison_adm,native_prison_adm,other_prison_adm,white_prison_adm,num_facilites,num_employees,confined_pop,capacity,ucr_population,index_crime,violent_crime,property_crime,murder_crime,rape_crime,robbery_crime,agr_assault_crime,burglary_crime,larceny_crime,mv_theft_crime,arson_crime,asian_jail_pop_rate,female_jail_pop_rate,female_jail_adm_dcrp_rate,female_jail_pretrial_rate,female_jail_pop_dcrp_rate,female_prison_pop_rate,female_prison_adm_rate,male_jail_adm_dcrp_rate,male_jail_pop_rate,male_jail_pretrial_rate,male_jail_pop_dcrp_rate,male_prison_pop_rate,male_prison_adm_rate,asian_prison_pop_rate,asian_prison_adm_rate,other_prison_pop_rate,other_prison_adm_rate,white_jail_pop_rate,white_prison_pop_rate,white_prison_adm_rate,black_jail_pop_rate,black_prison_pop_rate,black_prison_adm_rate,latino_jail_pop_rate,latino_prison_pop_rate,latino_prison_adm_rate,native_jail_pop_rate,native_prison_pop_rate,native_prison_adm_rate,total_jail_adm_rate,total_jail_adm_dcrp_rate,total_jail_pop_rate,total_jail_pop_dcrp_rate,total_jail_pretrial_rate,total_prison_pop_rate,total_prison_adm_rate,total_jail_pop_v2,total_jail_pop_v2_rate
923,200028039,2000,George,19257,12471,6150,6321,27,1057,227,31,,11129,2972.143,1002,205,797,81.25,3,85.25,0,47.75,2.666667,0,38.25,23.7,4.52,20.2,61.75,0,2.24,0,0,0,66,15,51,25.58333333,,,0,7.833333333,0,0,0,17.75,22,0,22,0,5,0,0,0,17,1,13,102,102,2458,70,10,60,0,0,0,10,3,52,5,0,0,48.7804878,3333.333333,73.49593496,243.902439,,0,12608.76444,1348.679006,319.5696883,806.8343617,,348.0461952,0,0,,,343.6966484,159.4932159,152.754066,4517.502365,741.0911384,473.0368969,1174.743172,0,0,0,0,0,23832.43525,8034.640366,651.5115067,529.2278085,190.0408949,205.1425975,176.4092695,81.25,651.5115067
924,200128039,2001,George,19459,12625,6203,6422,25,1082,255,31,,11232,2555,1000,200,800,137.5,4,145.5,0,87.5,2.333333,0,60.5,26.8,4.68,22.8,120.5,0,2.16,0,0,0,55,25,30,33.16666667,3.5,29.66666667,0,9.666666667,0,0,0,23.5,36,7,29,0,8,0,0,0,28,1,13,102,102,2470,148,33,115,0,0,2,31,10,100,5,0,0,64.48492665,3224.246332,75.44736418,403.0307916,56.42431082,112.8486216,12457.17845,2265.64933,355.0295858,467.1441918,461.9537009,451.5727188,0,0,,,538.6396011,209.2236467,249.2877493,8086.876155,893.4072705,739.3715342,915.032549,0,0,0,0,0,20237.62376,7920.792079,1089.108911,435.6435644,212.2772277,262.7062707,285.1485149,137.5,1089.108911
925,200228039,2002,George,19811,12879,6252,6627,27,1138,297,33,,11384,2137.857,1090,38,1052,193.75,5,205.75,0,127.25,2,0,82.75,29.9,4.84,25.4,179.25,0,2.08,0,0,0,186,3,183,40.75,4.75,36,0,11.5,0,0,0,29.25,61,20,41,0,11,0,0,0,50,1,13,102,102,2481,107,11,96,0,0,3,8,14,72,10,0,0,79.97440819,607.8055022,77.41522713,47.98464491,75.97568778,319.8976328,15874.453,3104.723102,383.2805191,2761.430512,543.2322318,618.6811529,0,0,,,726.8973999,256.9395643,439.2129304,11181.89807,1010.544815,966.6080844,673.4006734,0,0,0,0,0,16599.55742,8463.390015,1504.386987,1444.211507,232.1608821,316.4065533,473.6392577,193.75,1504.386987
926,200328039,2003,George,20166,13048,6316,6732,28,1139,299,33,,11549,1720.714,1150,50,1100,250,6,266,0,167,1.666667,0,105,33,5,28,238,0,2,0,0,0,295,9,295,48.33333333,6,42.33333333,0,13.33333333,0,0,0,35,54,7,47,0,12,0,0,0,42,1,13,102,102,2518,73,5,68,0,0,3,2,11,51,6,0,0,94.99683344,791.6402787,79.16402787,142.4952502,94.99683344,110.829639,16339.86928,3951.277481,415.9239453,4382.055853,628.8373935,698.1580511,0,0,,,909.1696251,303.0565417,363.66785,14661.9842,1170.6175,1053.555751,557.4137124,0,0,0,0,0,13187.56898,8813.611281,1916.002452,2260.882894,252.9123237,370.4271408,413.8565297,250,1916.002452
927,200428039,2004,George,20326,13188,6392,6796,27,1178,293,42,,11648,260.7143,1220,20,1200,250,6,287,0,157,1.333333,0,136,46,6,40,247,0,16.33333,0,0,0,315,15,300,55.91666667,7.25,48.66666667,0,15.16666667,0,0,0,40.75,56.125,8,47.25,0,12.75,0,0,0,42.5,1,13,102,102,20561,445,112,333,2,2,1,107,96,179,57,1,0,93.86733417,312.8911139,93.86733417,234.6683354,113.4230288,125.1564456,17657.44556,4223.072396,588.5815185,4414.361389,716.1075143,695.2619188,0,0,,,1167.582418,349.845467,364.8695055,13327.67402,1287.492926,1082.342954,455.0624573,0,0,0,0,0,1976.90552,9250.834092,1895.662724,2388.535032,348.8019412,423.9965626,425.5762815,250,1895.662724
928,200528039,2005,George,20699,13465,6497,6968,29,1190,296,43,,11907,365,1375,75,1300,288,5,290,0,199,1,0,95,45,5,40,250,0,30.66667,0,0,0,323,8,315,63.5,8.5,55,0,17,0,0,0,46.5,58.25,9,47.5,0,13.5,0,0,0,43,1,13,102,102,20968,355,33,322,0,1,2,30,107,186,26,3,0,76.95859628,1154.378944,76.95859628,123.133754,130.8296137,138.5254733,18656.71642,4161.882893,574.0528129,4520.665901,789.3226177,681.6877153,0,0,,,797.8500042,390.526581,361.1321072,16722.68908,1428.571429,1134.453782,337.8378378,0,0,0,0,0,2710.731526,10211.65986,2138.878574,2398.811734,334.1997772,471.5930189,432.6030449,288,2138.878574
929,200628039,2006,George,21382,13960,6731,7229,29,1267,310,45,,12309,1042.857,1375,75,1300,333,6,319,0,185,1,0,140,45,6,39,280,0,45,0,0,0,312,12,300,71.08333333,9.75,61.33333333,0,18.83333333,0,0,0,52.25,60.375,10,47.75,0,14.25,0,0,0,43.5,1,13,102,102,21182,336,25,311,2,0,1,22,91,192,26,2,0,89.13980092,1114.247512,89.13980092,178.2796018,144.8521765,148.5663349,17983.12353,4412.781851,539.4937059,4149.951584,848.434546,660.5339604,0,0,,,1137.379153,424.4861483,353.3999513,14601.42068,1486.450934,1124.704025,322.5806452,0,0,0,0,0,7470.32235,9849.570201,2385.386819,2234.95702,322.3495702,509.1929322,432.4856734,333,2385.386819
930,200728039,2007,George,21764,14231,6806,7425,27,1297,304,47,,12556,1042.54,1375,75,1300,300,7,324,0,189,1,0,142,46,7,39,280,0,50,0,0,0,312,12,300,78.66666667,11,67.66666667,0,20.66666667,0,0,0,58,62.5,11,48,0,15,0,0,0,44,1,13,102,102,3026,118,9,109,0,0,3,6,15,85,9,0,0,102.8504261,1101.968851,102.8504261,176.3150162,161.6220981,161.6220981,17508.41751,4363.636364,525.2525253,4040.40404,911.335578,646.4646465,0,0,,,1130.933418,461.9305511,350.4300733,14572.08944,1593.420715,1156.515035,328.9473684,0,0,0,0,0,7325.837959,9662.005481,2108.073923,2192.39688,323.2380015,552.7838288,439.1820673,300,2108.073923
931,200828039,2008,George,22193,14566,6983,7583,29,1347,319,48,,12823,1042.222,1375,75,1300,300,7,324,0,189,1,0,142,46,7,39,280,0,55,0,0,0,312,12,300,86.25,12.25,74,0,22.5,0,0,0,63.75,64.625,12,48.25,0,15.75,0,0,0,44.5,1,13,102,102,3065,138,18,120,0,0,2,16,26,80,14,0,0,100.2434484,1074.036947,100.2434484,171.8459115,175.4260347,171.8459115,17143.61071,4272.715284,514.3083212,3956.217856,975.8670711,636.2917051,0,0,,,1107.385167,497.1535522,347.0326757,14031.1804,1670.378619,1169.265033,313.4796238,0,0,0,0,0,7155.169573,9439.791295,2059.590828,2141.974461,315.803927,592.132363,443.6701909,300,2059.590828
932,200928039,2009,George,22280,14521,7001,7520,28,1256,319,48,,12870,1041.905,1375,75,1300,300,7,324,0,189,1,0,142,46,7,39,280,0,60,0,0,0,312,12,300,93.83333333,13.5,80.33333333,0,24.33333333,0,0,0,69.5,66.75,13,48.5,0,16.5,0,0,0,45,1,13,102,102,22800,210,28,182,1,0,6,21,57,116,9,0,0,99.98571633,1071.275532,99.98571633,171.4040851,192.8295958,185.6877589,17287.23404,4308.510638,518.6170213,3989.361702,1068.262411,644.9468085,0,0,,,1103.341103,540.01554,349.6503497,15047.7707,1937.367303,1313.694268,313.4796238,0,0,0,0,0,7175.160113,9469.044832,2065.973418,2148.612355,316.7825907,646.1905745,459.6790855,300,2065.973418
933,201028039,2010,George,22579,14704,7121,7583,28,1259,299,49,,13069,1041.587,1375,75,1300,248,9.166667,328.3333,0,185.8333,1,0,151.6667,53.33333,7,39,280,0,65,0,0,0,312,12,300,101.4166667,14.75,86.66666667,0,26.16666667,0,0,0,75.25,68.875,14,48.75,0,17.25,0,0,0,45.5,1,13,102,102,22578,174,17,157,1,1,7,8,41,106,5,5,0,128.7272434,1053.222862,98.30080045,168.5156579,207.1338295,196.6016009,17143.61071,4329.860214,514.3083212,3956.217856,1142.907381,642.8854016,0,0,,,1160.507307,575.7900375,348.1521157,14760.3892,2078.369076,1370.135028,334.4481605,0,0,0,0,0,7083.698313,9351.196953,1686.615887,2121.8716,362.7130713,689.7216179,468.4099565,248,1686.615887
934,201128039,2011,George,22648,14738,7143,7595,29,1273,301,50,,13085,1041.27,1375,75,1300,272.4,11.33333,332.6667,0,182.6667,1,0,161.3333,60.66667,7,39,280,0,70,0,0,0,312,12,300,109,16,93,0,28,0,0,0,81,71,15,49,0,18,0,0,0,46,1,13,102,102,22663,154,14,140,0,0,5,9,41,92,5,2,0,158.6634467,1049.979,97.99804004,167.9966401,223.9955201,209.9958001,17116.52403,4380.075049,513.4957209,3949.967084,1224.489796,645.1612903,0,0,,,1232.963699,619.029423,351.5475736,14349.30872,2199.528672,1413.982718,332.2259136,0,0,0,0,0,7065.205591,9329.624101,1848.283349,2116.976523,411.6343466,739.5847469,481.7478627,272.4,1848.283349
935,201228039,2012,George,22845,14817,7153,7664,33,1283,299,56,,13146,1040.952,1375,75,1300,296.8,13.5,337,0,179.5,1,0,171,68,7,39,280,0,75,0,0,0,312,12,300,134,12,122,0,39,,0,1,94,90,9,81,0,32,,0,1,57,1,13,102,102,22938,163,12,151,2,1,1,8,41,106,4,0,0,188.7320006,1048.511114,97.86103733,167.7617783,167.7617783,125.8213337,16962.42171,4397.181628,508.8726514,3914.40501,1591.858038,1056.889353,0,0,,,1300.775901,715.0464019,433.5919671,13990.64692,3039.750585,2494.154326,334.4481605,,,0,0,0,7025.389755,9279.881218,2003.104542,2105.689411,458.9323075,904.3666059,607.410407,296.8,2003.104542
936,201328039,2013,George,22906,14741,7077,7664,32,1306,326,59,,13018,1040.635,1375,75,1300,321.2,15.66667,341.3333,0,176.3333,1,0,180.6667,75.33334,7,39,280,0,80,0,0,0,312,12,300,115,10,105,0,32,,,2,81,55,8,47,0,21,,,2,32,1,13,102,102,19991,70,7,63,1,4,1,1,16,43,4,0,0,221.3744525,1059.771089,98.91196835,169.5633743,141.3028119,113.0422495,16962.42171,4453.722599,508.8726514,3914.40501,1370.041754,613.256785,0,0,,,1387.822246,622.2153941,245.813489,13501.78407,2450.229709,1607.963247,306.7484663,,,0,,,7059.460009,9327.725392,2178.956652,2116.545689,511.0463334,780.1370328,373.1090157,321.2,2178.956652
937,201428039,2014,George,23199,14858,7184,7674,38,1295,362,67,,13096,1040.318,,,,345.6,17.83333,345.6667,0,173.1667,1,0,190.3333,82.66666,7,39,280,0,85,0,0,0,,,,109,5,104,0,32,,0,1,76,57,5,52,0,17,,0,1,39,1,13,102,102,20244,73,12,61,2,1,2,7,28,31,2,0,0,248.2367762,,97.43875278,,69.59910913,69.59910913,,4504.387542,508.2095387,,1355.225437,677.6127183,0,0,,,1453.369731,580.3298717,297.8008552,13371.94595,2471.042471,1312.741313,276.2430939,,,0,0,0,7001.736438,,2326.019653,,556.3781128,733.6115224,383.6317136,345.6,2326.019653
938,201528039,2015,George,23310,14885,7165,7720,38,1324,393,65,,13065,1040,,,,370,20,350,0,170,1,0,200,90,7,39,280,0,90,0,0,0,,,,110,7,103,0,28,0,0,0,82,58,8,50,0,14,0,0,0,44,1,13,102,102,,,,,,,,,,,,,0,279.1346825,,97.69713887,,97.69713887,111.653873,,4533.678756,505.1813472,,1334.196891,647.6683938,0,0,,,1530.807501,627.6310754,336.7776502,12839.87915,2114.803625,1057.401813,254.4529262,0,0,0,0,0,6986.899563,,2485.723883,,604.6355391,738.9989923,389.6540141,370,2485.723883
939,201628039,2016,George,23409,14937,7197,7740,43,1330,447,67,,13050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13,102,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940,197028041,1970,Greene,8568,4909,2489,2420,,971,,,2,3936,0,,,,5,0,5,,,,,,2,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,452,2134,2306,,,,,,,,,,,,,,0,,0,,,,,206.6115702,82.6446281,,,,,,,,,,,,,,,,,,,,0,,101.853738,,40.74149521,,,5,101.853738
941,197128041,1971,Greene,8660,4971,2519,2452,,970,,,2,3999,0,,,,4.625,0,4.625,,,,,,1.944444,0,1.944444,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,452,2134,2306,,,,,,,,,,,,,,0,,0,,,,,188.6215334,79.30032626,,,,,,,,,,,,,,,,,,,,0,,93.03962985,,39.11575136,,,4.625,93.03962985
942,197228041,1972,Greene,8893,5154,2615,2539,,984,,,2,4168,0,,,,4.25,0,4.25,,,,,,1.888889,0,1.888889,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,452,2134,2306,,,,,,,,,,,,,,0,,0,,,,,167.3887357,74.39499803,,,,,,,,,,,,,,,,,,,,0,,82.46022507,,36.64899107,,,4.25,82.46022507
943,197328041,1973,Greene,8767,5095,2587,2508,,957,,,2,4136,0,,,,3.875,0,3.875,,,,,,1.833333,0,1.833333,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,452,2134,2306,,,,,,,,,,,,,,0,,0,,,,,154.5055821,73.09940191,,,,,,,,,,,,,,,,,,,,0,,76.05495584,,35.98298332,,,3.875,76.05495584
944,197428041,1974,Greene,8833,5163,2625,2538,,956,,,2,4205,0,,,,3.5,0,3.5,,,,,,1.777778,0,1.777778,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,452,2134,2306,,,,,,,,,,,,,,0,,0,,,,,137.9038613,70.0464145,,,,,,,,,,,,,,,,,,,,0,,67.79004455,,34.4330428,,,3.5,67.79004455
945,197528041,1975,Greene,9104,5374,2737,2637,,988,,,2,4384,0,,,,3.125,0,3.125,,,,,,1.722222,0,1.722222,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,452,2134,2306,,,,,,,,,,,,,,0,,0,,,,,118.5058779,65.30989761,,,,,,,,,,,,,,,,,,,,0,,58.15035355,,32.04730182,,,3.125,58.15035355
946,197628041,1976,Greene,9338,5538,2821,2717,,999,,,5,4534,0,,,,2.75,0,2.75,,,,,,1.666667,0,1.666667,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,452,2134,2306,,,,,,,,,,,,,,0,,0,,,,,101.2145749,61.34217887,,,,,,,,,,,,,,,,,,,,0,,49.65691585,,30.09510654,,,2.75,49.65691585
947,197728041,1977,Greene,9571,5755,2930,2825,,1042,,,6,4707,0,,,,2.375,0,2.375,,,,,,1.611111,0,1.611111,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,452,2134,2306,,,,,,,,,,,,,,0,,0,,,,,84.07079646,57.03047788,,,,,,,,,,,,,,,,,,,,0,,41.26846221,,27.99497828,,,2.375,41.26846221
948,197828041,1978,Greene,9708,5790,2948,2842,,1037,,,6,4747,625.7143,,,,2,1,2,,,,,,1.555556,0,1.555556,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,452,2134,2306,,,,,,,,,,,,,,33.92130258,,0,,,,,70.37297678,54.73455313,,,,,,,,,,,,,,,,,,,,10806.81002,,34.54231434,,26.86625216,,,2,34.54231434
949,197928041,1979,Greene,9795,5830,2968,2862,,1031,,,6,4793,585.6429,,,,2.1,1.095238,2,,,,,,1.5,0,1.5,1.1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,452,2134,2306,,,,,,,,,,,,,,36.90154987,,0,,,,,69.88120196,52.41090147,,,,,,,,,,,,,,,,,,,,10045.33276,,36.02058319,,25.72898799,,,2.1,36.02058319
950,198028041,1980,Greene,9766,5805,2950,2855,,1045,,,6,4754,545.5714,,,,2.2,1.190476,2,,,,,,1.444444,0,1.444444,1.2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,452,2134,2306,,,,,,,,,,,,,,40.35511864,,0,,,,,70.0525394,50.59348511,,,,,,,,,,,,,,,,,,,,9398.301464,,37.89836348,,24.88275624,,,2.2,37.89836348
951,198128041,1981,Greene,9490,5688,2868,2820,,1038,,,6,4644,505.5,,,,2.3,1.285714,2,,,,,,1.388889,0,1.388889,1.3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,452,2134,2306,8083,12,0,12,0,0,0,0,7,5,0,0,,44.82963738,,0,,,,,70.92198582,49.25138298,,,,,,,,,,,,,,,,,,,,8887.130802,,40.43600563,,24.41787975,,,2.3,40.43600563
952,198228041,1982,Greene,9450,5700,2848,2852,,1056,,,6,4638,465.4286,,,,2.4,1.380952,2,,,,,,1.333333,0,1.333333,1.4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,452,2134,2306,8150,52,22,30,0,0,0,22,14,16,0,0,,48.48848315,,0,,,,,70.12622721,46.75080645,,,,,,,,,,,,,,,,,,,,8165.414035,,42.10526316,,23.39180702,,,2.4,42.10526316
953,198328041,1983,Greene,9610,5830,2894,2936,,1089,,,9,4732,425.3571,,,,2.5,1.47619,2,,,,,,1.277778,0,1.277778,1.5,0,0,0,0,0,,,,6,0,6,0,4,0,0,2,,8,0,8,0,,0,0,2,6,1,452,2134,2306,8265,39,15,24,0,1,7,7,12,12,0,0,,51.00863856,,0,,0,0,,68.11989101,43.52104905,,204.359673,272.479564,,,22222.22222,22222.22222,,,126.7962806,,367.3094582,,,,,,,,7296.005146,,42.88164666,,21.91728988,102.915952,137.2212693,2.5,42.88164666
954,198428041,1984,Greene,9785,5976,2943,3033,,1128,,,9,4839,385.2857,,,,2.6,1.571429,2,,,,,,1.222222,0,1.222222,1.6,0,0,0,0,0,,,,6,0,6,0,4,0,0,2,,8,0,8,0,,0,0,2,6,1,452,2134,2306,8726,25,14,11,0,1,0,13,4,7,0,0,,53.3954808,,0,,0,0,,65.94131223,40.29746126,,197.8239367,263.7652489,,,22222.22222,22222.22222,,,123.9925604,,354.6099291,,,,,,,,6447.217202,,43.50736278,,20.45217537,100.4016064,133.8688086,2.6,43.50736278
955,198528041,1985,Greene,9799,6023,2943,3080,,1145,,,13,4865,345.2143,,,,2.7,1.666667,2,,,,,,1.166667,0,1.166667,1.7,0,0,0,0,0,,,,7,0,7,0,,0,0,3,4,10,0,10,0,5,0,0,0,5,1,452,2134,2306,8879,35,16,19,0,0,0,16,8,10,1,0,,56.63156643,,0,,0,0,,64.93506494,37.8787987,,227.2727273,324.6753247,,,23076.92308,0,,82.21993834,102.7749229,,,436.6812227,,,,,,,5731.600531,,44.82815872,,19.37019758,116.2211522,166.0302175,2.7,44.82815872
956,198628041,1986,Greene,9895,6143,2977,3166,,1190,,,13,4940,305.1429,,,,2.8,1.761905,2,,,,,,1.111111,0,1.111111,1.8,0,0,0,0,0,,,,8,0,8,0,4,0,0,0,4,9,0,9,0,4,0,0,0,5,1,452,2134,2306,9578,22,4,18,0,1,0,3,17,1,0,0,,59.18390998,,0,,0,0,,63.17119394,35.09510423,,252.6847757,284.2703727,,,0,0,,80.97165992,101.2145749,,336.1344538,336.1344538,,,,,,,4967.327039,,45.58033534,,18.08743285,130.2295295,146.5082207,2.8,45.58033534
957,198728041,1987,Greene,9980,6248,3003,3245,,1222,,,13,5013,265.0714,,,,2.9,1.857143,2,,,,,,1.055556,0,1.055556,1.9,0,0,0,0,0,,,,9,0,9,0,6,0,0,3,,13,0,13,0,7,0,0,0,6,1,452,2134,2306,8920,42,21,21,0,0,8,13,9,12,0,0,,61.84292374,,0,,0,0,,61.63328197,32.52869029,,277.3497689,400.6163328,,,23076.92308,0,,,119.6888091,,490.9983633,572.8314239,,,,,,,4242.5,,46.41485275,,16.89430218,144.0460948,208.0665813,2.9,46.41485275
958,198828041,1988,Greene,10022,6324,3021,3303,,1253,,,16,5055,225,,,,3,1.952381,2,,,,,,1,0,1,2,0,0,0,0,0,,,,8,0,8,0,5,0,0,3,,,,,,,,,,,1,452,2134,2306,8743,29,8,21,2,0,2,4,11,10,0,0,,64.62697782,,0,,0,,,60.55101423,30.27550711,,242.2040569,,,,18750,,,,,,399.0422985,,,,,,,,3557.874763,,47.43833017,,15.81277672,126.5022138,,3,47.43833017
959,198928041,1989,Greene,10059,6384,3028,3356,,1279,,,16,5089,233.2353,,,,2.8,2.047619,2,,,,,,1.352941,0,1.352941,2.2,0,0,0,0,0,,,,8,0,8,0,4,0,0,0,4,6,0,6,0,,0,0,2,4,1,452,2134,2306,8695,29,10,19,0,2,1,7,12,7,0,0,,67.62282034,,0,,0,0,,59.59475566,40.31409416,,238.3790226,178.784267,,,0,12500,,78.60090391,78.60090391,,312.7443315,,,,,,,,3653.43515,,43.85964912,,21.19268484,125.3132832,93.98496241,2.8,43.85964912
960,199028041,1990,Greene,10268,6611,3122,3489,2,1310,35,8,,5256,241.4706,,,,2.6,2.142857,2,0,0,0,0,3.6,1.705882,0,1.705882,2.4,0,0,0,0,0,,,,12,0,12,0,8,0,0,0,4,6,,,0,,0,0,2,4,1,452,2134,2306,9684,40,12,28,0,1,0,11,16,11,1,0,0,68.63731582,,0,,0,,,57.32301519,48.8931499,,343.9380911,,0,0,,,68.49315068,76.10350076,76.10350076,0,610.6870229,,0,0,0,0,0,0,3652.557858,,39.32839207,,25.80369082,181.5156557,90.75782786,2.6,39.32839207
961,199128041,1991,Greene,10600,6880,3164,3716,3,1452,40,8,,5377,249.7059,,,,2.4,2.238095,2,0,0,0,0,4.4,2.058824,0,2.058824,2.6,0,0,0,0,0,,,,15,,,0,8,0,0,0,7,6,,,0,,0,0,2,4,1,452,2134,2306,9754,25,8,17,5,0,0,3,7,8,2,0,0,70.73625158,,0,,,,,53.82131324,55.40430571,,,,0,0,,,81.83001674,130.1841175,74.39092431,0,550.9641873,,0,0,0,0,0,0,3629.446221,,34.88372093,,29.92476744,218.0232558,87.20930233,2.4,34.88372093
962,199228041,1992,Greene,10859,7018,3236,3782,4,1502,39,8,,5465,257.9412,,,,2.2,2.333333,2,0,0,0,0,5.2,2.411765,0,2.411765,2.8,0,0,0,0,0,,,,17,,,0,14,0,0,3,,13,0,13,0,11,0,0,2,,1,452,2134,2306,1146,0,0,0,0,0,0,0,0,0,0,0,0,72.10546972,,0,,,0,,52.88207298,63.76956637,,,343.7334744,0,0,,,95.15096066,,,0,932.0905459,732.3568575,0,0,0,0,0,0,3675.423197,,31.34796238,,34.3654175,242.2342548,185.2379595,2.2,31.34796238
963,199328041,1993,Greene,11254,7292,3349,3943,3,1584,41,9,,5655,266.1765,,,,2,2.428571,2,0,0,0,0,6,2.764706,0,2.764706,3,0,0,0,0,0,,,,12,0,12,0,8,0,0,0,4,12,0,12,0,8,0,0,0,4,1,452,2134,2306,,,,,,,,,,,,,0,72.51630337,,0,,0,0,,50.7227999,70.11681461,,304.3367994,304.3367994,0,0,,,106.1007958,70.73386384,70.73386384,0,505.0505051,505.0505051,0,0,0,0,0,0,3650.253703,,27.42731761,,37.91423478,164.5639057,164.5639057,2,27.42731761
964,199428041,1994,Greene,11351,7354,3372,3982,4,1620,44,7,,5679,274.4118,,,,6.666667,2.523809,7,0,0,0,0,6.083333,3.117647,0,3.117647,3.333333,0,0,0,0,0,,,,14,0,14,0,6,0,0,0,8,12,,,0,6,0,0,0,6,1,452,2134,2306,1175,2,0,2,0,0,0,0,2,0,0,0,0,74.84605575,,0,,0,,,175.7910598,78.29349573,,351.5821195,,0,0,,,107.1197922,140.8698715,105.6524036,0,370.3703704,370.3703704,0,0,0,0,0,0,3731.463149,,90.65361708,,42.39389448,190.3725863,163.1765026,6.666667,90.65361708
965,199528041,1995,Greene,11956,7908,3485,4423,4,1903,48,7,,5946,282.6471,,,,11.33333,2.619048,12,0,0,0,0,6.166667,3.470588,0,3.470588,3.666667,0,0,0,0,0,,,,12,0,12,0,5,0,0,0,7,12,0,12,0,4,0,0,0,8,1,452,2134,2306,1165,0,0,0,0,0,0,0,0,0,0,0,0,75.15202296,,0,,0,0,,271.3090662,78.46683247,,271.3090662,271.3090662,0,0,,,103.711184,117.7262025,134.5442314,0,262.7430373,210.1944298,0,0,0,0,0,0,3574.191958,,143.3147446,,43.88705109,151.7450683,151.7450683,11.33333,143.3147446
966,199628041,1996,Greene,12167,8073,3584,4489,6,1935,56,7,,6069,290.8824,,,,16,2.714286,17,0,0,0,0,6.25,3.823529,0,3.823529,4,0,0,0,0,0,,,,14,0,14,0,4,0,0,0,10,9,0,9,0,,0,0,2,7,1,452,2134,2306,1173,0,0,0,0,0,0,0,0,0,0,0,0,75.73342634,,0,,0,0,,378.7034974,85.17551793,,311.8734685,200.4900869,0,0,,,102.9823694,164.7717911,115.3402537,0,206.7183463,,0,0,0,0,0,0,3603.151245,,198.1915025,,47.36193484,173.4175647,111.4827202,16,198.1915025
967,199728041,1997,Greene,12861,8740,3652,5088,5,2316,63,7,,6349,299.1176,,,,20.66667,2.809524,22,0,0,0,0,6.333333,4.176471,0,4.176471,4.333333,0,0,0,0,0,,,,16,,,0,9,0,0,0,7,13,4,9,0,6,0,0,0,7,1,452,2134,2306,1179,0,0,0,0,0,0,0,0,0,0,0,0,76.93110624,,0,,,109.5290252,,432.3899371,82.08472877,,,176.8867925,0,0,,,99.75323673,110.2535832,110.2535832,0,388.6010363,259.0673575,0,0,0,0,0,0,3422.398169,,236.4607551,,47.78570938,183.0663616,148.7414188,20.66667,236.4607551
968,199828041,1998,Greene,13351,9302,3645,5657,5,2714,64,7,,6512,307.3529,,,,25.33333,2.904762,27,0,0,0,0,6.416667,4.529412,0,4.529412,4.666667,0,0,0,0,0,,,,28,,,0,12,0,0,0,16,27,5,22,0,10,0,0,0,17,1,452,2134,2306,1167,0,0,0,0,0,0,0,0,0,0,0,0,79.69168724,,0,,,137.1742112,,477.2847799,80.06738554,,,388.8987096,0,0,,,98.53604115,245.7002457,261.0565111,0,442.1518055,368.4598379,0,0,0,0,0,0,3304.159321,,272.3428295,,48.69288325,301.0105354,290.2601591,25.33333,272.3428295
