yfips,year,fips,state,county_name,total_pop,total_pop_15to64,female_pop_15to64,male_pop_15to64,asian_pop_15to64,black_pop_15to64,latino_pop_15to64,native_pop_15to64,other_pop_15to64,white_pop_15to64,urbanicity,region,division,commuting_zone,metro_area,land_area,total_jail_adm,total_jail_adm_dcrp,female_jail_adm_dcrp,male_jail_adm_dcrp,total_jail_pop,female_jail_pop,male_jail_pop,asian_jail_pop,black_jail_pop,latino_jail_pop,native_jail_pop,white_jail_pop,total_jail_pretrial,female_jail_pretrial,male_jail_pretrial,jail_from_state_prison,jail_from_other_state_prison,jail_from_state_jail,jail_from_other_state_jail,jail_from_fed,jail_from_ice,total_jail_pop_dcrp,female_jail_pop_dcrp,male_jail_pop_dcrp,total_prison_pop,female_prison_pop,male_prison_pop,asian_prison_pop,black_prison_pop,latino_prison_pop,native_prison_pop,other_prison_pop,white_prison_pop,total_prison_adm,female_prison_adm,male_prison_adm,asian_prison_adm,black_prison_adm,latino_prison_adm,native_prison_adm,other_prison_adm,white_prison_adm,num_facilites,num_employees,confined_pop,capacity,ucr_population,index_crime,violent_crime,property_crime,murder_crime,rape_crime,robbery_crime,agr_assault_crime,burglary_crime,larceny_crime,mv_theft_crime,arson_crime
199528025,1995,28025,MS,Clay County,21803,13539,7097,6442,11,7341,54,2,,6131,rural,South,East South Central,446,,410.066,883.8,,,,80,4,77,0,62,1,0,18,20,0,17.5,31.2,0,7.181818,0,0,0,,,,109,7,102,0,94,0,0,0,15,59,5,54,0,52,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199628025,1996,28025,MS,Clay County,21818,13593,7108,6485,15,7414,63,2,,6099,rural,South,East South Central,446,,410.066,849.9143,,,,80,6,80,0,67,0,0,19,25.5,0,21.75,32.8,0,7.636364,0,0,0,,,,132,7,125,0,116,0,0,0,16,67,4,63,0,56,0,0,0,11,0,0,0,0,13185,112,16,96,0,0,12,4,68,24,4,0
199728025,1997,28025,MS,Clay County,21779,13594,7093,6501,12,7457,66,2,,6057,rural,South,East South Central,446,,410.066,816.0286,,,,65,5,58,0,49,0,0,14,31,5,26,34.4,0,8.090909,0,0,0,,,,121,18,103,0,103,0,0,0,18,77,18,59,0,67,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199828025,1998,28025,MS,Clay County,21884,13729,7173,6556,15,7572,74,2,,6066,rural,South,East South Central,446,,410.066,782.1429,,,,73,3,82,0,69,0,0,16,38,3,35,36,0,8.545455,0,0,0,,,,120,15,105,0,97,0,0,0,23,71,6,65,0,55,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199928025,1999,28025,MS,Clay County,21947,13816,7217,6599,12,7671,87,2,,6044,rural,South,East South Central,446,,410.066,1147.143,,,,90,4,93,0,82,0,0,15,44,3,41,53,0,9,0,0,0,,,,134,16,118,0,110,0,0,0,24,100,5,95,0,86,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200028025,2000,28025,MS,Clay County,21984,13892,7259,6633,27,7726,129,7,,6003,rural,South,East South Central,446,,410.066,1042.857,1712,251,1461,86,5,86.83334,0,75.5,0,0,16.33333,42.83333,3.833333,39,48.5,0,7.666667,0,0,0,69,4,65,141,15.9166666667,125.083333333,0,115,0,0,0,26,120,15,105,0,99,,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200128025,2001,28025,MS,Clay County,21811,13793,7217,6576,27,7682,127,6,,5951,rural,South,East South Central,446,,410.066,938.5715,1719,290,1429,82,6,80.66666,0,69,0,0,17.66667,41.66667,4.666667,37,44,0,6.333333,0,0,0,83,6,77,148,15.8333333333,132.166666667,0,120,0,0,0,28,78,9,69,0,59,,0,2,17,0,0,0,0,12202,533,54,479,1,11,20,22,184,295,0,0
200228025,2002,28025,MS,Clay County,21845,13865,7254,6611,26,7804,128,8,,5899,rural,South,East South Central,446,,410.066,834.2858,1655,283,1372,78,7,74.5,0,62.5,0,0,19,40.5,5.5,35,39.5,0,5,0,0,0,100,10,90,155,15.75,139.25,0,125,0,0,0,30,99,15,84,0,74,0,0,0,25,0,0,0,0,12260,455,63,392,0,12,20,31,142,246,4,0
200328025,2003,28025,MS,Clay County,21484,13634,7159,6475,27,7736,130,8,,5733,rural,South,East South Central,446,,410.066,730.0001,1668,384,1284,74,8,68.33334,0,56,0,0,20.33333,39.33333,6.333333,33,35,0,3.666667,0,0,0,104,4,100,162,15.6666666667,146.333333333,0,130,0,0,0,32,100,11,89,0,74,0,0,0,26,0,0,0,0,12030,542,62,480,2,16,12,32,166,312,1,1
200428025,2004,28025,MS,Clay County,21531,13724,7175,6549,28,7831,126,11,,5728,rural,South,East South Central,446,,410.066,625.7143,1615,345,1270,70,9,62.16667,0,49.5,0,0,21.66667,38.16667,7.166667,31,30.5,0,2.333333,0,0,0,90,7,83,169,15.5833333333,153.416666667,0,135,0,0,0,34,95.375,10.5,85.875,0,71,0,0,0,25.375,0,0,0,0,11947,586,47,539,1,10,9,27,191,343,1,4
200528025,2005,28025,MS,Clay County,21245,13613,7143,6470,29,7799,134,16,,5635,rural,South,East South Central,446,,410.066,521.4286,1677,463,1214,66,10,56,0,43,0,0,23,37,8,29,26,0,1,0,0,0,76,8,68,176,15.5,160.5,0,140,0,0,0,36,90.75,10,82.75,0,68,0,0,0,24.75,0,0,0,0,11883,471,43,428,1,4,11,27,148,280,0,0
200628025,2006,28025,MS,Clay County,21139,13623,7175,6448,31,7836,133,22,,5601,rural,South,East South Central,446,,410.066,614.5,1593,396,1197,73.375,9.625,63.75,0,49,0,0,24.375,41.5,8,29,29.25,0,2.5,0,0,0,82,9,73,183,15.4166666667,167.583333333,0,145,0,0,0,38,86.125,9.5,79.625,0,65,0,0,0,24.125,0,0,0,0,11540,440,31,409,0,4,9,18,153,253,2,1
200728025,2007,28025,MS,Clay County,21017,13578,7148,6430,33,7810,133,21,,5581,rural,South,East South Central,446,,410.066,707.5714,1509,330,1180,80.75,9.25,71.5,0,55,0,0,25.75,46,8,29,32.5,0,4,0,0,0,85,10,75,190,15.3333333333,174.666666667,0,150,0,0,0,40,81.5,9,76.5,0,62,0,0,0,23.5,0,0,0,0,11433,407,36,371,2,4,14,16,122,249,0,0
200828025,2008,28025,MS,Clay County,20878,13486,7103,6383,30,7864,136,21,,5435,rural,South,East South Central,446,,410.066,800.6429,1426,263,1162,88.125,8.875,79.25,0,61,0,0,27.125,50.5,8,29,35.75,0,5.5,0,0,0,105,7,98,197,15.25,181.75,0,155,0,0,0,42,76.875,8.5,73.375,0,59,0,0,0,22.875,0,0,0,0,11281,412,36,376,0,6,9,21,101,274,1,0
200928025,2009,28025,MS,Clay County,20804,13427,7096,6331,30,7896,132,21,,5348,rural,South,East South Central,446,,410.066,893.7143,1342,197,1145,95.5,8.5,87,0,67,0,0,28.5,55,8,29,39,0,7,0,0,0,112,11,101,204,15.1666666667,188.833333333,0,160,0,0,0,44,72.25,8,70.25,0,56,0,0,0,22.25,0,0,0,0,11203,299,30,269,0,4,10,16,62,206,1,0
201028025,2010,28025,MS,Clay County,20634,13313,7046,6267,31,7870,142,21,,5249,rural,South,East South Central,446,,410.066,986.7857,1258,130,1128,102.875,8.125,94.75,0,73,0,0,29.875,59.5,8,29,42.25,0,8.5,0,0,0,128,11,117,211,15.0833333333,195.916666667,0,165,0,0,0,46,67.625,7.5,67.125,0,53,0,0,0,21.625,0,0,0,0,11307,373,54,319,0,10,16,28,77,241,0,1
201128025,2011,28025,MS,Clay County,20547,13268,7028,6240,33,7826,144,20,,5245,rural,South,East South Central,446,,410.066,1079.857,1656,372,1284,110.25,7.75,102.5,0,79,0,0,31.25,64,8,29,45.5,0,10,0,0,0,116,5,111,218,15,203,0,170,0,0,0,48,63,7,64,0,50,0,0,0,21,0,0,0,0,20712,581,60,521,2,9,12,37,179,333,8,1
201228025,2012,28025,MS,Clay County,20480,13194,6962,6232,27,7856,151,21,,5139,rural,South,East South Central,446,,410.066,1172.929,1782,390,1392,117.625,7.375,110.25,0,85,0,0,32.625,68.5,8,29,48.75,0,11.5,0,0,0,116,7,109,246,15,231,0,197,0,0,0,49,111,6,105,0,89,0,0,0,22,0,0,0,0,20500,483,68,415,4,8,8,48,147,265,3,0
201328025,2013,28025,MS,Clay County,20383,13077,6898,6179,33,7870,147,21,,5006,rural,South,East South Central,446,,410.066,1266,1266,288,978,125,7,118,0,91,0,0,34,73,8,29,52,0,13,0,0,0,125,10,115,229,11,218,0,187,,0,1,41,102,8,94,0,80,,0,1,21,0,0,0,0,20389,463,56,407,1,5,14,36,172,234,1,0
201428025,2014,28025,MS,Clay County,20345,13024,6888,6136,31,7882,158,23,,4930,rural,South,East South Central,446,,410.066,1266,,,,125,7,118,0,91,0,0,34,73,8,29,52,0,13,0,0,0,,,,210,17,193,0,170,0,0,0,40,78,14,64,0,52,0,0,0,26,0,0,0,0,20352,387,69,318,3,2,15,49,108,207,3,0
201528025,2015,28025,MS,Clay County,20135,12899,6845,6054,37,7833,154,22,,4853,rural,South,East South Central,446,,410.066,1266,,,,125,7,118,0,91,0,0,34,73,8,29,52,0,13,0,0,0,,,,221,22,199,0,183,0,0,0,38,84,14,70,0,64,0,0,0,20,0,0,0,0,,,,,,,,,,,,
201628025,2016,28025,MS,Clay County,19989,12774,6763,6011,41,7783,157,21,,4772,rural,South,East South Central,446,,410.066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
197028049,1970,28049,MS,Hinds County,215608,132112,71116,60996,,46395,,,182,85535,small/mid,South,East South Central,45,27140,869.754,0,,,,286,9,260,,,,,,124,6,117,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,2,13,33,33,,,,,,,,,,,,
197128049,1971,28049,MS,Hinds County,218167,134503,72175,62328,,48157,,,214,86132,small/mid,South,East South Central,45,27140,869.754,0,,,,291,9.5,266.625,,,,,,123.625,5.75,105.625,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,2,13,33,33,,,,,,,,,,,,
197228049,1972,28049,MS,Hinds County,221149,137527,73556,63971,,50195,,,248,87084,small/mid,South,East South Central,45,27140,869.754,0,,,,296,10,273.25,,,,,,123.25,5.5,94.25,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,2,13,33,33,,,,,,,,,,,,
197328049,1973,28049,MS,Hinds County,225378,141416,75500,65916,,52571,,,288,88557,small/mid,South,East South Central,45,27140,869.754,0,,,,301,10.5,279.875,,,,,,122.875,5.25,82.875,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,2,13,33,33,,,,,,,,,,,,
197428049,1974,28049,MS,Hinds County,231790,146994,78411,68583,,55528,,,336,91130,small/mid,South,East South Central,45,27140,869.754,0,,,,306,11,286.5,,,,,,122.5,5,71.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,2,13,33,33,,,,,,,,,,,,
197528049,1975,28049,MS,Hinds County,235737,150776,80365,70411,,57988,,,378,92410,small/mid,South,East South Central,45,27140,869.754,0,,,,311,11.5,293.125,,,,,,122.125,4.75,60.125,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,2,13,33,33,,,,,,,,,,,,
197628049,1976,28049,MS,Hinds County,239000,154406,82267,72139,,60440,,,430,93536,small/mid,South,East South Central,45,27140,869.754,0,,,,316,12,299.75,,,,,,121.75,4.5,48.75,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,2,13,33,33,,,,,,,,,,,,
197728049,1977,28049,MS,Hinds County,241088,156366,83410,72956,,62337,,,479,93550,small/mid,South,East South Central,45,27140,869.754,0,,,,321,12.5,306.375,,,,,,121.375,4.25,37.375,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,2,13,33,33,217897,13111,898,12213,49,84,464,301,4525,6830,858,0
197828049,1978,28049,MS,Hinds County,245664,160824,85760,75064,,65081,,,541,95202,small/mid,South,East South Central,45,27140,869.754,14600,,,,326,13,313,,,,,,121,4,26,114,0,1,0,29,0,,,,,,,,,,,,,,,,,,,,,,2,13,33,33,234369,13252,1018,12234,36,75,470,437,4450,7031,753,0
197928049,1979,28049,MS,Hinds County,249043,163968,87410,76558,,67368,,,595,96005,small/mid,South,East South Central,45,27140,869.754,14535.8,,,,314.2,14.6,299.6,,,,,,122.4,4.428571,32.14286,91.4,0,1.2,0,23.8,0,,,,,,,,,,,,,,,,,,,,,,2,13,33,33,,,,,,,,,,,,
198028049,1980,28049,MS,Hinds County,251317,165577,88317,77260,,69699,,,656,95222,small/mid,South,East South Central,45,27140,869.754,14471.6,,,,302.4,16.2,286.2,,,,,,123.8,4.857143,38.28571,68.8,0,1.4,0,18.6,0,,,,,,,,,,,,,,,,,,,,,,2,13,33,33,246521,17536,1288,16248,48,117,563,560,6150,8838,1123,137
198128049,1981,28049,MS,Hinds County,253229,166888,88986,77902,,71538,,,697,94653,small/mid,South,East South Central,45,27140,869.754,14407.4,,,,290.6,17.8,272.8,,,,,,125.2,5.285714,44.42857,46.2,0,1.6,0,13.4,0,,,,,,,,,,,,,,,,,,,,,,2,13,33,33,246812,19985,1493,18492,53,115,819,506,6624,10579,1168,121
198228049,1982,28049,MS,Hinds County,254581,167610,89317,78293,,73087,,,746,93777,small/mid,South,East South Central,45,27140,869.754,14343.2,,,,278.8,19.4,259.4,,,,,,126.6,5.714286,50.57143,23.6,0,1.8,0,8.2,0,,,,,,,,,,,,,,,,,,,,,,2,13,33,33,248861,20123,1295,18828,58,116,688,433,6252,11583,884,109
198328049,1983,28049,MS,Hinds County,256702,168647,89820,78827,,74725,,,784,93138,small/mid,South,East South Central,45,27140,869.754,14279,,,,267,21,246,,,,,,128,6.142857,56.71429,1,0,2,0,3,0,,,,659,25,634,0,549,0,0,0,110,187,16,170,0,139,0,0,1,47,2,13,33,33,253173,15860,1127,14733,43,114,539,431,4669,9205,760,99
198428049,1984,28049,MS,Hinds County,260149,170681,90818,79863,,76846,,,830,93005,small/mid,South,East South Central,45,27140,869.754,8415.5,,,,226,16,210,,,,,,102,6.571429,62.85714,33,0,3.5,0,3.4,0,,,,696,38,658,,566,0,0,2,128,301,20,281,,219,0,0,19,63,2,13,33,33,252694,15273,1686,13587,38,146,513,989,4684,7981,826,96
198528049,1985,28049,MS,Hinds County,262543,171903,91487,80416,,78592,,,891,92420,small/mid,South,East South Central,45,27140,869.754,2552,,,,185,11,174,,,,,,76,7,69,65,0,5,0,3.8,0,,,,716,41,675,,592,,0,10,114,304,22,282,,218,0,0,21,65,2,13,33,33,257842,14475,1486,12989,42,130,462,852,4370,7854,691,74
198628049,1986,28049,MS,Hinds County,261764,171618,91148,80470,,79726,,,932,90960,small/mid,South,East South Central,45,27140,869.754,2599,,,,209,9,205,,,,,,96,5,91,63,0,2,0,4.2,0,,,,705,38,667,,580,,0,9,116,315,27,288,0,218,0,0,32,65,2,13,33,33,261203,15143,1538,13605,37,125,440,936,4582,8187,715,121
198728049,1987,28049,MS,Hinds County,260429,170827,90679,80148,,80675,,,969,89183,small/mid,South,East South Central,45,27140,869.754,2231,,,,226,10,209,,,,,,110,7,103,94,0,38.5,0,4.6,0,,,,669,34,635,0,553,,0,5,111,304,30,274,0,238,0,0,1,65,2,13,33,33,256417,17596,1550,16046,57,135,420,938,5746,9395,789,116
198828049,1988,28049,MS,Hinds County,256356,168090,89264,78826,,80722,,,1001,86367,small/mid,South,East South Central,45,27140,869.754,15256,,,,339,14,338,,,,,,226,10,216,41,0,75,0,5,0,,,,677,26,651,0,568,,0,5,104,342,22,320,,276,,0,3,63,2,13,33,33,252130,17795,1721,16074,52,169,651,849,5963,9067,916,128
198928049,1989,28049,MS,Hinds County,254655,166677,88498,78179,,81313,,,1042,84322,small/mid,South,East South Central,45,27140,869.754,16666,,,,373,24,435,,,,,,275,8,267,97,0,47.5,0,4.769231,0,,,,775,36,739,0,639,,0,5,131,438,42,396,,354,0,,4,80,2,13,33,33,248826,19135,1550,17585,50,194,663,643,6169,10188,1109,119
199028049,1990,28049,MS,Hinds County,254510,167624,88947,78677,918,82894,750,154,,82908,small/mid,South,East South Central,45,27140,869.754,14817,,,,372,20,336,0,308,1,0,48,213,6,207,67,0,20,0,4.538462,0,,,,760,30,730,,637,,0,6,117,467.5,46,421.5,,388.5,,,2.5,76.5,2,13,33,33,253828,23077,1753,21324,45,192,787,729,8071,11517,1596,140
199128049,1991,28049,MS,Hinds County,254782,167109,88534,78575,909,84766,724,153,,80557,small/mid,South,East South Central,45,27140,869.754,14442,,,,385,33,327,0,310,1,0,50,187,28,159,45,0,12,0,4.307693,0,,,,818,46,772,,678,,0,5,135,497,50,447,0,423,,0,1,73,2,13,33,33,253498,29047,2443,26604,80,198,1331,834,9377,13684,3416,127
199228049,1992,28049,MS,Hinds County,254719,166228,88068,78160,943,86627,758,158,,77742,small/mid,South,East South Central,45,27140,869.754,13868.65,,,,406,28,408,0,366,1,0,69,186,17,169,103,0,70,0,4.076923,0,,,,758,40,718,,640,,0,4,114,494,45,449,,428,,0,4,62,2,13,33,33,258056,27915,2628,25287,66,216,1270,1076,8039,12954,4147,147
199328049,1993,28049,MS,Hinds County,253919,165542,87395,78147,997,88361,769,167,,75248,small/mid,South,East South Central,45,27140,869.754,13295.31,,,,387,35,352,0,178,3.5,0,155,195,13,182,118,0,95.16666,0,3.846154,0,,,,859,49,810,,728,4,,3,124,577,46,531,0,488,6,,2,81,2,13,33,33,,,,,,,,,,,,
199428049,1994,28049,MS,Hinds County,253823,165727,87367,78360,1014,90462,843,179,,73229,small/mid,South,East South Central,45,27140,869.754,12721.96,,,,295,24,275,0,233,6,0,60,303.75,22,281.75,133.8,0,120.3333,0,3.615385,0,,,,958,60,898,,815,6,0,2,135,611,52,559,0,520,4,0,0,87,2,13,33,33,257572,30284,3546,26738,103,212,1961,1270,7996,13533,5056,153
199528049,1995,28049,MS,Hinds County,252613,165177,87111,78066,1059,92180,884,183,,70871,small/mid,South,East South Central,45,27140,869.754,12148.61,,,,426,36,691,1,595,6,0,125,412.5,31,381.5,149.6,0,145.5,0,3.384615,0,,,,881,43,838,,759,7,0,2,113,596,51,545,0,503,4,0,0,89,2,13,33,33,229088,24356,2792,21564,94,198,1484,1016,5784,11537,4135,108
199628049,1996,28049,MS,Hinds County,252524,165848,87411,78437,1110,94456,967,200,,69115,small/mid,South,East South Central,45,27140,869.754,11575.27,,,,770,26,730,0,643,8,0,105,521.25,40,481.25,165.4,0,170.6667,0,3.153846,0,,,,999,41,958,,893,5,0,1,100,625,43,582,,554,,0,3,68,2,13,33,33,255401,22876,2559,20317,69,216,1356,918,5458,11183,3589,87
199728049,1997,28049,MS,Hinds County,251448,165414,87218,78196,1154,96047,1072,200,,66941,small/mid,South,East South Central,45,27140,869.754,11001.92,,,,854,51,738,0,654,8.5,0,135,630,49,581,181.2,0,195.8333,0,2.923077,0,,,,945,42,903,,843,,0,5,97,665,63,602,,535,4,0,1,125,2,13,33,33,234407,21937,2310,19627,65,221,1187,837,5624,10571,3382,50
199828049,1998,28049,MS,Hinds County,251699,166089,87653,78436,1156,98141,1155,214,,65423,small/mid,South,East South Central,45,27140,869.754,10428.57,,,,900,84,850,0,775,9,0,159,692,41,651,197,0,221,0,2.692308,0,,,,830,36,794,,721,,0,4,105,643,56,587,0,511,0,0,0,132,2,13,33,33,225816,22131,2323,19808,62,223,1244,794,5259,10775,3732,42
199928049,1999,28049,MS,Hinds County,250823,165451,87291,78160,1174,99562,1232,229,,63254,small/mid,South,East South Central,45,27140,869.754,13609.29,,,,950,86,863,0,768.5,9.5,0,176.5,461,42,419,210,0,154.3333,0,2.461539,0,,,,806,32,774,,711,,0,3,92,698,73,625,,578,0,,2,118,2,13,33,33,223163,21442,2151,19291,47,254,1114,736,5178,10495,3575,43
200028049,2000,28049,MS,Hinds County,250474,165511,87238,78273,1228,100898,1386,241,,61758,small/mid,South,East South Central,45,27140,869.754,15642.86,11410,410,11000,950,83,885,0,762,10,2,194,666,49,617,164,0,87.66666,0,2.230769,0,855,55,800,859.166666667,34.5833333333,824.583333333,,759.333333333,,0,3.33333333333,96.5,810,70,740,,679,,,4,127,2,13,33,33,185734,20355,1933,18422,39,193,1135,566,4807,10254,3279,82
200128049,2001,28049,MS,Hinds County,248941,164725,86865,77860,1140,101861,1519,267,,59938,small/mid,South,East South Central,45,27140,869.754,8290.714,11735,2315,9420,1050,53,944,0,841,5.5,2,156,492,34,458,10,7,21,0,2,0,728,110,618,912.333333333,37.1666666667,875.166666667,,807.666666667,,0,3.66666666667,101,753,76,677,,649,0,0,1,103,2,13,33,33,185939,19186,1972,17214,50,218,1042,662,4763,9371,2984,96
200228049,2002,28049,MS,Hinds County,247857,164383,86751,77632,1211,102942,1646,245,,58339,small/mid,South,East South Central,45,27140,869.754,7352.143,11144,1095,10049,1046,74,891,0,818,1,2,146,571,40,531,237,4,32,5,1,0,951,85,866,965.5,39.75,925.75,,856,3.25,0,0.75,105.5,682,69,613,0,574,,0,1,107,2,13,33,33,186834,18243,1814,16429,49,181,1077,507,4449,9096,2809,75
200328049,2003,28049,MS,Hinds County,247449,164392,86893,77499,1320,104423,1701,244,,56704,small/mid,South,East South Central,45,27140,869.754,6413.571,11144,1095,10049,960,64,896,0,798.3333,6.666667,2,142,754,45,709,177,0,43.33333,5.111111,1.25,0,951,85,866,1018.66666667,42.3333333333,976.333333333,,904.333333333,3.66666666667,0,0.666666666667,110,629,72,557,,518,,0,4,107,2,13,33,33,223233,18642,1709,16933,48,183,982,496,4800,9135,2939,59
200428049,2004,28049,MS,Hinds County,248147,165201,87503,77698,1351,106565,1880,258,,55147,small/mid,South,East South Central,45,27140,869.754,6517.857,7435,743,6692,1000,75,875,0,778.6667,12.33333,2,138,743,52,691,200,0,54.66667,5.222222,1.5,0,860,65,795,1071.83333333,44.9166666667,1026.91666667,,952.666666667,4.08333333333,0,0.583333333333,114.5,621.5,67.125,550.375,,514.25,,0,3.5,99.75,2,13,33,33,225630,14885,1334,13551,56,183,693,402,3693,7634,2170,54
200528049,2005,28049,MS,Hinds County,247370,165073,87515,77558,1319,108227,1926,279,,53322,small/mid,South,East South Central,45,27140,869.754,5344.643,8224,875,8224,900,66,845,0,759,18,2,134,714,46,668,146,0,66,5.333333,1.75,0,940,70,940,1125,47.5,1077.5,,1001,4.5,0,0.5,119,614,62.25,543.75,,510.5,,0,3,92.5,2,13,33,33,224327,14505,1296,13209,39,170,629,458,3478,7634,2037,60
200628049,2006,28049,MS,Hinds County,248989,166473,88437,78036,1422,110936,2119,291,,51705,small/mid,South,East South Central,45,27140,869.754,4171.429,12584,1007,11577,600,85,857,0,782,19,2,141,736,59,677,169,0,33.5,5.444445,2,0,925,75,850,1178.16666667,50.0833333333,1128.08333333,,1049.33333333,4.91666666667,0,0.416666666667,123.5,606.5,57.375,537.125,,506.75,,0,2.5,85.25,2,13,33,33,219233,16334,1812,14522,44,172,1052,544,4136,8329,1992,65
200728049,2007,28049,MS,Hinds County,246546,165007,87729,77278,1419,111798,2168,298,,49324,small/mid,South,East South Central,45,27140,869.754,14130.71,14777,1103,13674,942,84,852,0,803,2,2,131,841,55,786,123,0,1,5.555555,1,0,942,68,874,1231.33333333,52.6666666667,1178.66666667,,1097.66666667,5.33333333333,0,0.333333333333,128,599,52.5,530.5,,503,,0,2,78,2,13,33,33,177012,14286,1515,12771,46,142,861,466,3919,7212,1599,41
200828049,2008,28049,MS,Hinds County,244695,163964,87063,76901,1495,112481,2349,299,,47340,small/mid,South,East South Central,45,27140,869.754,13035.71,15520,3880,11640,950,58,929,0,887,3,2,97,890,52,838,98,0,2.25,5.666667,7,0,698,74,624,1284.5,55.25,1229.25,,1146,5.75,0,0.25,132.5,591.5,47.625,523.875,,499.25,,0,1.5,70.75,2,13,33,33,247985,16141,1749,14392,66,154,985,544,4699,7786,1825,82
200928049,2009,28049,MS,Hinds County,244474,164268,87312,76956,1521,113804,2508,313,,46122,small/mid,South,East South Central,45,27140,869.754,11315,13050,2215,10835,840,40,899,0,827,4,2,108,773,37,736,208,0,3.5,5.777778,13,5,792,60,732,1337.66666667,57.8333333333,1279.83333333,,1194.33333333,6.16666666667,0,0.166666666667,137,584,42.75,517.25,,495.5,,0,1,63.5,2,13,33,33,245626,16889,1654,15235,39,158,993,464,5055,8271,1796,113
201028049,2010,28049,MS,Hinds County,245365,165219,87716,77503,1554,115399,2532,294,,45440,small/mid,South,East South Central,45,27140,869.754,15642.86,10580,550,10030,1089,71,991,0,841,2,2,132,933,37,736,110,0,4.75,5.888889,13,10,886,46,840,1390.83333333,60.4166666667,1330.41666667,,1242.66666667,6.58333333333,0,0.0833333333333,141.5,576.5,37.875,510.625,,491.75,,0,0.5,56.25,2,13,33,33,241469,17222,1832,15390,47,119,1115,551,5268,8270,1769,83
201128049,2011,28049,MS,Hinds County,245706,165599,87914,77685,1520,115943,2548,287,,45301,small/mid,South,East South Central,45,27140,869.754,20857.14,10500,500,10000,1100,75,968,0,893,7,2,143,900,37,736,40,0,6,6,9,4,950,65,885,1444,63,1381,0,1291,7,0,0,146,569,33,504,0,488,0,0,0,49,2,13,33,33,242387,16200,1735,14465,54,138,858,685,5136,7639,1603,87
201228049,2012,28049,MS,Hinds County,248055,168095,89093,79002,1529,118840,2517,266,,44943,small/mid,South,East South Central,45,27140,869.754,12228.07,3576,348,3228,960.5,97.5,757.5,0,547.5,6,2,301.5,667.5,37,736,27.66667,0,144,6,24.75,8.5,705,60,645,1493,58,1435,,1337,9,0,2,145,602,35,567,,540,,0,4,58,2,13,33,33,244858,15151,1767,13384,66,143,846,712,4627,7416,1272,69
201328049,2013,28049,MS,Hinds County,247881,167595,89021,78574,1542,119649,2387,265,,43752,small/mid,South,East South Central,45,27140,869.754,3599,3599,420,3179,821,120,547,0,202,5,2,460,435,37,736,15.33333,0,282,6,40.5,13,821,66,755,1396,49,1347,0,1255,8,0,0,133,412,22,390,0,376,,0,1,35,2,13,33,33,221136,13186,1704,11482,54,113,874,663,3641,6550,1167,124
201428049,2014,28049,MS,Hinds County,246127,165545,88371,77174,1665,119190,2285,258,,42147,small/mid,South,East South Central,45,27140,869.754,6100.714,,,,145,33,104,0,112,40.5,2,25,126,37,736,3,0,420,6,56.25,17.5,,,,1233,38,1195,,1117,7,0,1,108,354,15,339,,327,,0,3,24,2,13,33,33,215294,13361,1659,11702,63,120,817,659,3241,7024,1191,246
201528049,2015,28049,MS,Hinds County,245136,164368,87848,76520,1677,119558,2258,254,,40621,small/mid,South,East South Central,45,27140,869.754,6109,,,,635,55,580,0,360,76,2,197,635,37,736,5,0,558,6,72,22,,,,1231,41,1190,,1119,5,0,1,106,351,17,334,0,320,0,0,0,31,2,13,33,33,,,,,,,,,,,,
201628049,2016,28049,MS,Hinds County,243665,162677,86962,75715,1681,119216,2242,246,,39292,small/mid,South,East South Central,45,27140,869.754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,13,33,33,,,,,,,,,,,,
197028061,1970,28061,MS,Jasper County,16031,9087,4692,4395,,3824,,,7,5256,rural,South,East South Central,257,29860,676.239,0,,,,18,2,16,,,,,,6,2,4,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
197128061,1971,28061,MS,Jasper County,16217,9240,4761,4479,,3928,,,7,5305,rural,South,East South Central,257,29860,676.239,0,,,,16.625,1.944444,14.875,,,,,,5.75,2.043478,4,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
