date,MSP,MSP_TVC,CMCF,CMCF_TVC,YOU,SMCI,SMCI_TVC,county_jails,community_work_centers,REGIONAL_CORRECTIONAL_FACILITIES,PRIVATE_PRISONS,RESTITUTION_CENTERS,TRANSITIONAL_HOUSING,Governor's_Mansion,E-CODE
2008-01-03,4323,,3506,,,3090,,1741,1795,3079,4786,12,,5,5
2008-01-04,4327,,3506,,,3090,,1754,1802,3085,4793,12,,5,4
2008-01-05,4327,,3510,,,3087,,1754,1798,3081,4792,12,,5,4
2008-01-06,4324,,3507,,,3085,,1754,1795,3080,4788,12,,5,4
2008-01-07,4311,,3502,,,3102,,1776,1796,3081,4788,13,,5,6
2008-01-08,4306,,3488,,,3134,,1774,1809,3082,4791,13,,5,9
2008-01-09,4324,,3494,,,3131,,1767,1800,3084,4784,13,,5,8
2008-01-10,4310,,3510,,,3144,,1751,1789,3086,4798,13,,5,8
2008-01-11,4310,,3512,,,3118,,1751,1669,3084,4798,12,,5,122
2008-01-12,4307,,3509,,,3118,,1751,1668,3083,4796,12,,5,121
2008-01-13,4306,,3507,,,3116,,1751,1668,3081,4794,12,,5,121
2008-01-14,4301,,3494,,,3110,,1758,1777,3077,4786,13,,5,6
2008-01-15,4297,,3492,,,3110,,1781,1771,3072,4785,13,,5,6
2008-01-16,4284,,3493,,,3106,,1794,1760,3079,4781,12,,5,3
2008-01-17,4271,,3491,,,3106,,1858,1755,3074,4773,12,,5,3
2008-01-18,4267,,3444,,,3115,,1872,1682,3072,4769,12,,5,107
2008-01-19,4267,,3443,,,3109,,1872,1679,3071,4764,12,,5,108
2008-01-20,4266,,3443,,,3109,,1872,1679,3070,4760,12,,5,106
2008-01-21,4261,,3440,,,3109,,1872,1777,3069,4759,12,,5,5
2008-01-22,4248,,3469,,,3090,,1877,1767,3064,4767,12,,5,7
2008-02-01,4193,,3531,,,3055,,1876,1710,3079,4793,12,,5,68
2008-02-02,4192,,3536,,,3053,,1876,1707,3077,4791,12,,5,63
2008-02-03,4190,,3536,,,3052,,1876,1706,3075,4785,12,,5,63
2008-02-04,4192,,3536,,,3039,,1898,1772,3068,4798,12,,5,3
2008-02-05,4195,,3560,,,3030,,1893,1772,3075,4797,12,,5,2
2008-02-06,4202,,3548,,,3044,,1891,1774,3076,4797,13,,5,4
2008-02-07,4210,,3589,,,3036,,1880,1775,3070,4781,13,,5,6
2008-02-08,4203,,3571,,,3036,,1881,1694,3084,4796,14,,5,72
2008-02-09,4201,,3570,,,3034,,1881,1693,3080,4795,14,,5,73
2008-02-10,4198,,3568,,,3031,,1881,1694,3074,4792,14,,5,72
2008-02-11,4217,,3556,,,3037,,1884,1761,3081,4789,14,,5,6
2008-02-12,4207,,3566,,,3049,,1910,1761,3088,4782,14,,5,5
2008-02-13,4212,,3595,,,3055,,1910,1764,3082,4778,14,,5,7
2008-02-14,4210,,3606,,,3058,,1916,1773,3076,4788,14,,5,8
2008-02-15,4222,,3594,,,3077,,1895,1710,3081,4770,14,,5,73
2008-02-16,4219,,3594,,,3076,,1895,1706,3079,4765,14,,5,72
2008-02-17,4216,,3594,,,3076,,1895,1707,3078,4761,14,,5,70
2008-02-18,4217,,3595,,,3074,,1894,1771,3075,4757,13,,5,3
2008-02-19,4216,,3604,,,3064,,1914,1762,3079,4763,13,,5,4
2008-02-20,4221,,3587,,,3089,,1918,1766,3082,4766,13,,5,4
2008-02-21,4228,,3590,,,3080,,1918,1767,3078,4770,13,,5,3
2008-02-22,4216,,3601,,,3085,,1910,1714,3081,4782,13,,5,56
2008-02-23,4212,,3600,,,3076,,1910,1712,3081,4780,13,,5,56
2008-02-24,4211,,3599,,,3080,,1910,1706,3081,4778,13,,5,55
2008-02-25,4208,,3587,,,3088,,1919,1768,3086,4778,13,,5,4
2008-03-01,4219,,3546,,,3100,,1961,1732,3072,4775,13,,5,51
2008-03-02,4213,,3543,,,3101,,1961,1730,3070,4775,13,,5,52
2008-03-03,4197,,3547,,,3118,,1974,1780,3074,4783,13,,5,3
2008-03-04,4211,,3565,,,3102,,1933,1781,3082,4783,14,,5,3
2008-03-05,4207,,3592,,,3076,,1953,1789,3085,4785,14,,5,6
2008-03-06,4202,,3579,,,3093,,1984,1796,3079,4786,14,,5,5
2008-03-07,4212,,3579,,,3061,,1957,1761,3081,4795,14,,5,48
2008-03-08,4208,,3574,,,3058,,1957,1758,3078,4793,14,,5,48
2008-03-09,4209,,3572,,,3056,,1957,1756,3078,4793,14,,5,48
2008-03-10,4216,,3560,,,3064,,1959,1797,3077,4799,14,,5,5
2008-03-11,4204,,3585,,,3076,,1943,1805,3071,4798,14,,5,4
2008-03-12,4215,,3589,,,3081,,1920,1807,3074,4799,14,,5,2
2008-03-13,4214,,3596,,,3093,,1926,1799,3077,4797,14,,5,4
2008-03-14,4224,,3606,,,3079,,1944,1762,3081,4799,14,,5,44
2008-03-15,4220,,3602,,,3078,,1944,1761,3077,4796,14,,5,44
2008-03-16,4220,,3602,,,3076,,1944,1758,3074,4791,14,,5,42
2008-03-17,4224,,3563,,,3084,,1929,1806,3079,4802,14,,5,1
2008-03-18,4224,,3582,,,3084,,1919,1807,3079,4802,14,,5,4
2008-03-19,4220,,3600,,,3087,,1902,1796,3080,4800,14,,5,5
2008-03-20,4212,,3602,,,3102,,1906,1804,3084,4794,12,,5,4
2008-03-21,4216,,3593,,,3104,,1922,1774,3086,4800,12,,5,37
2008-03-22,4214,,3589,,,3103,,1922,1774,3081,4798,12,,5,38
2008-03-23,4212,,3589,,,3102,,1922,1772,3077,4797,12,,5,38
2008-03-24,4208,,3593,,,3116,,1920,1802,3079,4792,13,,5,5
2008-03-25,4223,,3579,,,3117,,1925,1799,3083,4804,14,,5,5
2008-03-26,4241,,3596,,,3102,,1931,1791,3083,4807,14,,5,6
2008-03-27,4237,,3627,,,3119,,1909,1790,3073,4808,14,,5,2
2008-03-28,4232,,3643,,,3118,,1909,1763,3082,4807,13,,5,25
2008-03-29,4225,,3644,,,3149,,1909,1729,3080,4802,12,,5,25
2008-03-30,4225,,3646,,,3149,,1909,1727,3080,4799,12,,5,24
2008-03-31,4229,,3644,,,3135,,1902,1756,3078,4802,13,,5,3
2008-04-01,4231,,3659,,,3123,,1928,1759,3081,4805,13,,5,4
2008-04-02,4215,,3692,,,3130,,1924,1754,3085,4815,13,,5,3
2008-04-03,4209,,3706,,,3134,,1943,1755,3085,4811,13,,5,6
2008-04-04,4201,,3726,,,3096,,1999,1744,3085,4806,13,,5,30
2008-04-05,4196,,3720,,,3096,,1999,1742,3079,4802,13,,5,32
2008-04-06,4195,,3721,,,3095,,1999,1742,3076,4802,13,,5,31
2008-04-07,4202,,3701,,,3104,,1965,1757,3080,4808,13,,5,11
2008-04-08,4194,,3701,,,3118,,1969,1752,3081,4817,13,,5,6
2008-04-09,4202,,3694,,,3135,,1968,1737,3076,4818,13,,5,7
2008-04-10,4206,,3695,,,3125,,1970,1741,3076,4810,13,,5,8
2008-04-11,4190,,3694,,,3113,,1977,1725,3086,4813,13,,5,30
2008-04-12,4189,,3691,,,3111,,1977,1723,3084,4813,13,,5,29
2008-04-13,4185,,3690,,,3111,,1977,1720,3083,4810,13,,5,28
2008-04-14,4175,,3718,,,3115,,1978,1742,3083,4808,13,,5,6
2008-04-15,4197,,3701,,,3082,,1971,1783,3084,4807,12,,4,4
2008-04-16,4190,,3670,,,3110,,1965,1784,3083,4814,12,,5,6
2008-04-17,4184,,3686,,,3103,,1989,1779,3082,4809,12,,5,4
2008-04-18,4172,,3684,,,3116,,2001,1754,3084,4811,12,,5,28
2008-04-19,4171,,3680,,,3113,,2001,1751,3083,4805,12,,5,28
2008-04-20,4168,,3677,,,3112,,2001,1753,3083,4803,12,,5,28
2008-04-21,4176,,3693,,,3105,,2006,1769,3085,4809,12,,5,10
2008-04-22,4179,,3695,,,3117,,2011,1775,3086,4812,12,,6,9
2008-04-23,4163,,3718,,,3119,,2006,1782,3082,4823,12,,6,11
2008-04-24,4171,,3726,,,3124,,2015,1778,3079,4823,12,,6,6
2008-04-25,4171,,3734,,,3121,,2009,1763,3087,4822,9,,6,26
2008-04-26,4167,,3731,,,3121,,2009,1762,3082,4816,9,,6,27
2008-04-27,4162,,3731,,,3120,,2009,1762,3080,4813,9,,6,26
2008-04-28,4155,,3728,,,3115,,2015,1778,3078,4811,11,,6,8
2008-04-29,4155,,3754,,,3100,,2025,1775,3079,4810,11,,6,8
2008-04-30,4169,,3770,,,3094,,2030,1786,3079,4812,11,,6,6
2008-05-01,4170,,3749,,,3115,,2033,1794,3084,4812,11,,6,3
2008-05-02,4172,,3753,,,3082,,2033,1808,3086,4802,11,,6,21
2008-05-03,4170,,3750,,,3082,,2033,1804,3083,4802,11,,6,22
2008-05-04,4168,,3749,,,3081,,2033,1805,3083,4798,11,,6,22
2008-05-05,4163,,3755,,,3098,,2018,1821,3081,4792,11,,6,5
2008-05-06,4162,,3725,,,3121,,2037,1816,3081,4804,11,,6,4
2008-05-07,4174,,3710,,,3113,,2065,1809,3082,4812,11,,6,4
2008-05-08,4162,,3731,,,3125,,2065,1797,3081,4811,11,,6,5
2008-05-09,4166,,3743,,,3138,,2043,1773,3087,4806,10,,6,23
2008-05-10,4165,,3737,,,3136,,2043,1768,3085,4804,10,,6,23
2008-05-11,4164,,3737,,,3135,,2043,1765,3085,4802,10,,6,21
2008-05-12,4183,,3736,,,3130,,2045,1783,3081,4801,11,,6,2
2008-05-13,4175,,3762,,,3134,,2042,1785,3083,4809,11,,6,1
2008-05-14,4176,,3764,,,3132,,2049,1799,3088,4804,11,,6,2
2008-05-15,4185,,3733,,,3138,,2037,1800,3088,4806,11,,6,2
2008-05-16,4186,,3741,,,3138,,2013,1711,3087,4805,10,,6,91
2008-05-17,4183,,3738,,,3135,,2013,1706,3085,4804,10,,6,94
2008-05-18,4181,,3739,,,3132,,2013,1705,3083,4804,10,,6,94
2008-05-19,4173,,3735,,,3126,,2046,1791,3081,4798,11,,6,5
2008-05-20,4177,,3729,,,3138,,2034,1779,3080,4792,12,,6,3
2008-05-21,4171,,3761,,,3125,,2012,1776,3081,4799,13,,6,4
2008-05-22,4167,,3752,,,3115,,2007,1806,3079,4801,13,,6,4
2008-05-23,4185,,3693,,,3138,,1999,1820,3083,4792,14,,6,2
2008-05-24,4182,,3692,,,3138,,1999,1813,3083,4789,14,,6,1
2008-05-25,4181,,3690,,,3136,,1999,1812,3079,4786,14,,6,0
2008-05-26,4179,,3688,,,3133,,2005,1812,3078,4784,14,,6,0
2008-05-27,4193,,3703,,,3117,,1993,1816,3077,4788,14,,6,3
2008-05-28,4209,,3690,,,3128,,1975,1808,3083,4797,14,,6,2
2008-05-29,4205,,3709,,,3132,,1952,1800,3085,4797,13,,6,3
2008-05-30,4204,,3710,,,3140,,1971,1699,3074,4798,13,,6,102
2008-05-31,4202,,3704,,,3127,,1971,1696,3074,4795,13,,6,106
2008-06-01,4200,,3702,,,3121,,1971,1695,3071,4789,13,,6,107
2008-06-02,4201,,3721,,,3120,,1944,1788,3077,4788,13,,6,4
2008-06-03,4206,,3716,,,3122,,1928,1787,3083,4795,23,,6,6
2008-06-04,4204,,3709,,,3149,,1923,1784,3084,4798,23,,6,6
2008-06-05,4207,,3689,,,3152,,1931,1787,3087,4806,23,,6,9
2008-06-06,4195,,3708,,,3134,,1948,1720,3084,4809,23,,6,71
2008-06-07,4191,,3707,,,3130,,1948,1714,3081,4806,23,,6,72
2008-06-08,4191,,3706,,,3128,,1948,1715,3079,4804,23,,6,70
2008-06-09,4192,,3712,,,3122,,1975,1773,3084,4804,22,,6,7
2008-06-10,4192,,3732,,,3125,,1959,1796,3082,4808,12,,6,7
2008-06-11,4186,,3732,,,3125,,1977,1797,3083,4809,12,,6,5
2008-06-12,4185,,3724,,,3127,,2008,1817,3084,4810,12,,6,6
2008-06-13,4187,,3738,,,3120,,2007,1751,3084,4807,12,,6,76
2008-06-14,4184,,3737,,,3117,,2007,1747,3083,4807,12,,6,77
2008-06-15,4184,,3735,,,3116,,2007,1747,3082,4805,12,,6,78
2008-06-16,4191,,3745,,,3116,,2004,1808,3084,4805,12,,6,9
2008-06-17,4184,,3728,,,3141,,1992,1816,3089,4808,11,,6,11
2008-06-18,4208,,3735,,,3141,,1977,1812,3087,4811,11,,6,12
2008-06-19,4220,,3722,,,3139,,1961,1818,3086,4816,12,,6,9
2008-06-20,4214,,3751,,,3126,,1947,1756,3087,4805,12,,6,63
2008-06-21,4213,,3750,,,3125,,1947,1756,3085,4801,12,,6,62
2008-06-22,4213,,3751,,,3123,,1947,1755,3083,4801,12,,6,62
2008-06-23,4212,,3747,,,3130,,1965,1801,3083,4804,12,,6,7
2008-06-24,4207,,3742,,,3146,,1961,1801,3087,4807,12,,6,7
2008-06-25,4210,,3761,,,3145,,1954,1807,3082,4804,12,,6,8
2008-06-26,4210,,3782,,,3145,,1961,1801,3082,4810,12,,6,7
2008-06-27,4208,,3791,,,3141,,1958,1752,3084,4811,12,,6,59
2008-06-28,4207,,3789,,,3137,,1958,1749,3084,4810,12,,6,115
2008-06-29,4206,,3788,,,3135,,1958,1746,3084,4808,12,,6,171
2008-06-30,4213,,3772,,,3134,,1972,1794,3082,4810,12,,6,9
2008-07-01,4224,,3761,,,3130,,1999,1794,3081,4807,12,,6,8
2008-07-02,4220,,3749,,,3132,,2040,1790,3073,4796,12,,6,10
2008-07-03,4212,,3706,,,3120,,2101,1799,3083,4797,12,,6,0
2008-07-04,4207,,3705,,,3118,,2103,1792,3081,4795,12,,6,10
2008-07-05,4205,,3707,,,3118,,2103,1787,3081,4792,12,,6,6
2008-07-06,4203,,3706,,,3115,,2103,1786,3079,4790,12,,6,6
2008-07-07,4197,,3727,,,3110,,2106,1776,3078,4786,12,,6,4
2008-07-08,4195,,3690,,,3133,,2097,1795,3079,4796,12,,6,3
2008-07-09,4193,,3730,,,3145,,2063,1799,3070,4797,13,,6,2
2008-07-10,4201,,3720,,,3147,,2061,1810,3070,4801,13,,6,3
2008-07-11,4209,,3713,,,3120,,2038,1737,3081,4803,12,,6,78
2008-07-12,4206,,3710,,,3118,,2038,1737,3080,4799,12,,6,78
2008-07-13,4200,,3709,,,3116,,2038,1735,3078,4795,12,,6,78
2008-07-14,4203,,3707,,,3114,,2033,1797,3078,4799,13,,6,4
2008-07-15,4205,,3715,,,3121,,2033,1798,3079,4802,13,,6,2
2008-07-16,4201,,3748,,,3118,,2012,1799,3069,4800,12,,6,3
2008-07-17,4198,,3773,,,3124,,1995,1796,3077,4802,12,,6,5
2008-07-18,4194,,3792,,,3112,,1996,1756,3079,4797,13,,6,47
2008-07-19,4191,,3793,,,3110,,1996,1755,3077,4797,12,,6,45
2008-07-20,4192,,3792,,,3107,,1996,1752,3077,4797,10,,6,45
2008-07-21,4183,,3819,,,3103,,1990,1773,3076,4794,10,,6,3
2008-07-22,4178,,3809,,,3123,,1983,1777,3081,4795,10,,5,4
2008-07-23,4177,,3819,,,3129,,1987,1779,3087,4794,10,,5,5
2008-07-24,4199,,3802,,,3135,,2006,1790,3085,4793,10,,5,7
2008-07-25,4206,,3803,,,3129,,1986,1756,3080,4796,10,,5,40
2008-07-26,4203,,3800,,,3126,,1986,1755,3080,4794,11,,5,41
2008-07-27,4202,,3798,,,3126,,1986,1754,3076,4791,10,,5,42
2008-07-28,4206,,3795,,,3129,,2012,1783,3078,4787,10,,5,5
2008-07-29,4207,,3805,,,3128,,1999,1780,3083,4792,13,,5,5
2008-07-30,4203,,3803,,,3117,,2036,1766,3087,4790,12,,4,0
2008-07-31,4207,,3801,,,3123,,2059,1727,3086,4801,12,,4,9
2008-08-01,4195,,3791,,,3127,,2057,1703,3081,4807,11,,4,49
2008-08-02,4192,,3792,,,3122,,2057,1699,3080,4805,11,,4,49
2008-08-03,4189,,3793,,,3121,,2057,1700,3080,4804,11,,4,48
2008-08-04,4195,,3787,,,3137,,2067,1728,3081,4803,11,,4,8
2008-08-05,4204,,3796,,,3129,,2049,1728,3079,4807,11,,4,6
2008-08-06,4197,,3771,,,3132,,2027,1726,3076,4830,11,,4,6
2008-08-07,4211,,3775,,,3126,,2025,1729,3081,4827,12,,4,6
2008-08-08,4196,,3765,,,3098,,2048,1705,3082,4830,12,,4,35
2008-08-09,4191,,3764,,,3097,,2048,1704,3081,4829,12,,4,35
2008-08-10,4188,,3765,,,3096,,2048,1703,3080,4825,12,,4,35
2008-08-11,4182,,3743,,,3104,,2064,1693,3076,4822,13,,4,9
2008-08-12,4190,,3745,,,3093,,2081,1701,3075,4825,13,,4,9
2008-08-13,4206,,3732,,,3094,,2068,1721,3071,4840,13,,4,8
2008-08-14,4209,,3768,,,3096,,2047,1726,3072,4826,13,,4,8
2008-08-15,4176,,3718,,,3110,,2071,1741,3075,4831,13,,4,29
2008-08-16,4176,,3717,,,3109,,2071,1736,3074,4825,13,,4,30
2008-08-17,4176,,3714,,,3110,,2071,1735,3073,4823,13,,4,31
2008-08-18,4185,,3719,,,3106,,2091,1746,3075,4818,13,,4,11
2008-08-19,4187,,3712,,,3099,,2090,1743,3079,4824,13,,4,12
2008-08-20,4178,,3682,,,3105,,2115,1736,3077,4852,12,,4,8
2008-08-21,4181,,3694,,,3099,,2128,1737,3072,4831,12,,4,10
2008-08-22,4197,,3691,,,3086,,2130,1702,3080,4839,12,,4,38
2008-08-23,4193,,3691,,,3084,,2130,1697,3079,4832,12,,4,38
2008-08-24,4191,,3691,,,3081,,2130,1698,3078,4831,12,,4,35
2008-08-25,4198,,3651,,,3099,,2156,1721,3078,4837,11,,4,9
2008-08-26,4198,,3604,,,3112,,2157,1768,3080,4836,11,,6,8
2008-08-27,4201,,3568,,,3121,,2158,1779,3080,4847,11,,6,13
2008-08-28,4207,,3567,,,3111,,2150,1797,3081,4846,11,,6,10
2008-08-29,4196,,3555,,,3119,,2096,1790,3086,4852,10,,6,5
2008-08-30,4193,,3571,,,3118,,2096,1785,3084,4848,10,,6,4
2008-08-31,4189,,3644,,,3117,,2096,1784,3083,4845,10,,6,0
2008-09-01,4188,,3641,,,3117,,2097,1782,3083,4844,10,,6,6
2008-09-02,4184,,3649,,,3109,,2114,1769,3079,4842,10,,6,8
2008-09-03,4180,,3623,,,3121,,2165,1762,3077,4843,10,,6,11
2008-09-04,4194,,3587,,,3120,,2176,1778,3080,4837,11,,6,7
2008-09-05,4189,,3602,,,3110,,2206,1750,3086,4838,8,,6,52
2008-09-06,4188,,3602,,,3108,,2206,1751,3084,4835,8,,6,49
2008-09-07,4185,,3604,,,3109,,2206,1751,3082,4834,8,,6,48
2008-09-08,4192,,3591,,,3104,,2209,1785,3084,4842,11,,6,17
2008-09-09,4190,,3584,,,3082,,2219,1789,3075,4871,11,,6,6
2008-09-10,4184,,3600,,,3078,,2236,1782,3082,4876,11,,6,11
2008-09-11,4187,,3591,,,3068,,2232,1782,3086,4902,11,,6,11
2008-09-12,4196,,3569,,,3074,,2231,1742,3087,4895,9,,6,55
2008-09-13,4194,,3570,,,3074,,2231,1741,3083,4890,9,,6,53
2008-09-14,4193,,3570,,,3072,,2231,1742,3082,4888,9,,6,52
2008-09-15,4182,,3561,,,3061,,2230,1790,3086,4910,11,,6,8
2008-09-16,4166,,3538,,,3068,,2223,1802,3082,4944,11,,6,5
2008-09-17,4158,,3552,,,3080,,2205,1802,3081,4944,11,,6,5
2008-09-18,4142,,3548,,,3088,,2212,1816,3080,4957,11,,6,6
2008-09-19,4133,,3552,,,3104,,2203,1749,3082,4962,12,,6,70
2008-09-20,4132,,3552,,,3103,,2203,1742,3079,4961,12,,6,70
2008-09-21,4131,,3554,,,3102,,2203,1742,3078,4959,12,,6,68
2008-09-22,4137,,3586,,,3097,,2186,1797,3078,4959,12,,6,9
2008-09-23,4119,,3596,,,3087,,2201,1796,3083,4967,14,,6,9
2008-09-24,4111,,3618,,,3080,,2208,1801,3077,4963,14,,6,11
2008-09-25,4113,,3612,,,3102,,2227,1812,3070,4971,13,,6,12
2008-09-26,4114,,3601,,,3093,,2256,1792,3081,4990,13,,6,32
2008-09-27,4111,,3598,,,3091,,2256,1790,3077,4986,13,,6,33
2008-09-28,4108,,3598,,,3090,,2256,1788,3076,4984,13,,6,34
2008-09-29,4090,,3631,,,3099,,2213,1805,3082,4984,13,,6,8
2008-10-01,4033,,3655,,,3099,,2217,1803,3077,5056,14,,6,7
2008-10-02,4038,,3689,,,3087,,2200,1808,3082,5058,15,,6,8
2008-10-03,4034,,3682,,,3061,,2208,1748,3077,5083,16,,6,67
2008-10-04,4031,,3682,,,3061,,2208,1744,3076,5079,16,,6,66
2008-10-05,4031,,3680,,,3061,,2208,1740,3074,5078,16,,6,65
2008-10-06,4043,,3674,,,3081,,2181,1797,3074,5082,16,,6,8
2008-10-07,4051,,3649,,,3070,,2193,1807,3082,5095,16,,6,9
2008-10-08,3998,,3683,,,3080,,2185,1807,3075,5137,16,,6,9
2008-10-09,4016,,3671,,,3073,,2179,1815,3083,5156,16,,6,0
2008-10-10,4010,,3679,,,3072,,2173,1770,3080,5156,16,,6,54
2008-10-11,4007,,3678,,,3071,,2173,1768,3077,5154,16,,6,55
2008-10-12,4004,,3673,,,3069,,2173,1768,3075,5153,16,,6,55
2008-10-13,4022,,3655,,,3074,,2160,1811,3076,5165,16,,6,7
2008-10-14,4025,,3649,,,3091,,2154,1812,3077,5172,16,,6,10
2008-10-15,3993,,3662,,,3082,,2133,1820,3079,5221,16,,6,10
2008-10-16,4013,,3615,,,3100,,2137,1817,3082,5222,16,,6,9
2008-10-17,4019,,3623,,,3101,,2120,1770,3081,5223,16,,6,57
2008-10-18,4013,,3617,,,3099,,2120,1767,3081,5221,16,,6,57
2008-10-19,4012,,3618,,,3100,,2120,1764,3080,5221,16,,6,54
2008-10-20,4010,,3618,,,3110,,2123,1811,3082,5223,16,,6,6
2008-10-21,4007,,3632,,,3111,,2115,1806,3085,5232,15,,6,6
2008-10-22,3971,,3648,,,3112,,2101,1807,3083,5288,15,,6,5
2008-10-23,3985,,3643,,,3103,,2079,1801,3082,5296,15,,6,5
2008-10-24,3991,,3657,,,3103,,2049,1757,3083,5299,14,,6,48
2008-10-25,3988,,3657,,,3101,,2049,1756,3080,5296,14,,6,48
2008-10-26,3986,,3659,,,3101,,2049,1754,3080,5294,14,,6,46
2008-11-01,3953,,3703,,,3110,,1908,1753,3070,5373,15,,6,38
2008-11-02,3952,,3700,,,3108,,1908,1750,3067,5372,15,,6,39
2008-11-03,3945,,3690,,,3108,,1899,1804,3069,5378,15,,6,4
2008-11-04,3943,,3679,,,3117,,1871,1807,3078,5394,15,,6,6
2008-11-05,3913,,3690,,,3116,,1857,1808,3071,5438,14,,6,6
2008-11-06,3907,,3695,,,3133,,1835,1805,3085,5436,14,,6,6
2008-11-07,3901,,3707,,,3114,,1815,1781,3084,5439,14,,6,33
2008-11-08,3898,,3704,,,3111,,1815,1777,3081,5437,14,,6,32
2008-11-09,3896,,3702,,,3109,,1815,1775,3080,5436,14,,6,32
2008-11-10,3897,,3718,,,3109,,1786,1802,3079,5434,14,,6,3
2008-11-11,3894,,3716,,,3112,,1789,1800,3075,5430,14,,6,5
2008-11-12,3852,,3722,,,3102,,1798,1799,3074,5475,14,,6,7
2008-11-13,3844,,3738,,,3103,,1826,1803,3081,5469,14,,6,0
2008-11-14,3844,,3758,,,3110,,1831,1739,3079,5471,14,,6,72
2008-11-15,3838,,3756,,,3109,,1831,1735,3077,5471,14,,6,72
2008-11-16,3838,,3754,,,3109,,1831,1735,3075,5469,14,,6,72
2008-11-17,3852,,3760,,,3116,,1825,1796,3069,5468,14,,6,5
2008-11-18,3851,,3768,,,3119,,1804,1799,3080,5474,14,,6,5
2008-11-19,3834,,3767,,,3108,,1835,1804,3082,5522,14,,6,8
2008-11-20,3862,,3753,,,3106,,1841,1803,3081,5529,14,,6,10
2008-11-21,3870,,3745,,,3114,,1849,1813,3080,5536,13,,6,7
2008-11-22,3860,,3745,,,3112,,1849,1808,3078,5533,13,,6,9
2008-11-23,3859,,3747,,,3111,,1849,1808,3075,5529,13,,6,8
2008-11-24,3882,,3729,,,3109,,1820,1808,3086,5532,13,,6,9
2008-11-25,3889,,3750,,,3108,,1815,1807,3085,5534,13,,6,9
2008-11-26,3868,,3722,,,3109,,1814,1822,3083,5571,12,,6,14
2008-11-27,3864,,3719,,,3106,,1813,1822,3082,5570,12,,6,15
2008-11-28,3861,,3720,,,3104,,1818,1820,3082,5566,12,,6,11
2008-11-29,3860,,3718,,,3104,,1818,1820,3082,5562,12,,6,11
2008-11-30,3859,,3718,,,3104,,1818,1819,3079,5559,12,,6,11
2008-12-01,3862,,3698,,,3110,,1807,1798,3077,5548,12,,6,4
2008-12-02,3860,,3741,,,3112,,1788,1792,3077,5548,12,,6,7
2008-12-03,3851,,3740,,,3118,,1753,1798,3084,5572,13,,6,11
2008-12-04,3863,,3755,,,3114,,1754,1812,3085,5564,13,,6,9
2008-12-05,3877,,3755,,,3100,,1763,1810,3082,5544,12,,6,10
2008-12-06,3874,,3755,,,3095,,1763,1808,3080,5538,12,,6,8
2008-12-07,3871,,3755,,,3093,,1763,1806,3078,5538,12,,6,8
2008-12-08,3885,,3760,,,3111,,1769,1805,3077,5515,12,,6,8
2008-12-09,3891,,3755,,,3108,,1745,1812,3082,5505,12,,6,9
2008-12-10,3895,,3766,,,3123,,1728,1807,3084,5504,12,,6,7
2008-12-11,3906,,3763,,,3127,,1730,1808,3083,5502,12,,6,6
2008-12-12,3904,,3787,,,3118,,1731,1795,3083,5495,13,,6,5
2008-12-13,3903,,3787,,,3116,,1731,1791,3082,5490,13,,6,5
2008-12-14,3900,,3785,,,3116,,1731,1789,3080,5490,13,,6,5
2008-12-15,3915,,3759,,,3128,,1719,1802,3078,5499,12,,6,6
2008-12-16,3917,,3770,,,3131,,1731,1804,3080,5498,12,,6,10
2008-12-17,3914,,3754,,,3130,,1730,1800,3087,5499,12,,6,14
2008-12-18,3919,,3729,,,3131,,1731,1806,3086,5495,12,,6,14
2008-12-19,3924,,3702,,,3128,,1722,1826,3085,5501,12,,6,13
2008-12-20,3921,,3706,,,3128,,1722,1825,3082,5496,12,,6,8
2008-12-21,3918,,3708,,,3126,,1722,1825,3082,5495,12,,6,8
2008-12-22,3919,,3646,,,3135,,1755,1824,3085,5497,12,,6,9
2008-12-23,3921,,3617,,,3129,,1792,1818,3086,5498,12,,6,13
2008-12-24,3936,,3545,,,3140,,1815,1816,3085,5501,12,,6,0
2008-12-25,3933,,3544,,,3137,,1815,1814,3083,5497,12,,6,10
2008-12-26,3927,,3548,,,3137,,1815,1811,3083,5497,12,,6,7
2008-12-27,3928,,3548,,,3136,,1815,1812,3078,5491,12,,6,6
2008-12-28,3922,,3548,,,3137,,1815,1811,3078,5490,12,,6,5
2008-12-29,3926,,3543,,,3149,,1818,1801,3077,5480,11,,6,7
2008-12-30,3927,,3521,,,3151,,1804,1811,3075,5500,11,,6,7
2008-12-31,3926,,3494,,,3145,,1829,1811,3082,5502,11,,6,5
2009-01-01,3920,,3492,,,3144,,1829,1811,3081,5501,11,,6,6
2009-01-02,3915,,3486,,,3145,,1829,1807,3076,5498,11,,6,7
2009-01-03,3917,,3486,,,3144,,1829,1802,3071,5498,11,,6,7
2009-01-04,3914,,3484,,,3144,,1829,1803,3070,5498,11,,6,8
2009-01-05,3957,,3477,,,3137,,1805,1807,3065,5498,11,,6,3
2009-01-06,4002,,3448,,,3137,,1815,1795,3051,5503,11,,6,6
2009-01-07,4005,,3484,,,3140,,1809,1792,3037,5504,11,,6,7
2009-01-08,4070,,3438,,,3146,,1800,1807,3030,5498,12,,6,9
2009-01-09,4088,,3447,,,3128,,1769,1709,3019,5500,8,,6,107
2009-01-10,4085,,3444,,,3127,,1769,1707,3017,5497,8,,6,108
